"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","106988","4006"
"Any Chronic Condition","Male","85135","4694"
"Any Chronic Condition","Total","192824","8703"
"Any Chronic Condition","Unknown","701","3"
"Any Disability","Female","7577","1101"
"Any Disability","Male","5671","1020"
"Any Disability","Total","13300","2123"
"Any Disability","Unknown","52","2"
"Cardiovascular Disease","Female","24378","2280"
"Cardiovascular Disease","Male","22058","2771"
"Cardiovascular Disease","Total","46562","5052"
"Cardiovascular Disease","Unknown","126","1"
"Chronic Liver Disease","Female","1209","112"
"Chronic Liver Disease","Male","1064","161"
"Chronic Liver Disease","Total","2281","273"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28128","1120"
"Chronic Lung Disease","Male","17925","1178"
"Chronic Lung Disease","Total","46213","2298"
"Chronic Lung Disease","Unknown","160","0"
"Chronic Renal Disease","Female","4961","919"
"Chronic Renal Disease","Male","4867","1150"
"Chronic Renal Disease","Total","9857","2070"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4513","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4525","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","26316","1648"
"Diabetes Mellitus","Male","22809","2078"
"Diabetes Mellitus","Total","49270","3727"
"Diabetes Mellitus","Unknown","145","1"
"Hypertension/High blood pressure","Female","12634","439"
"Hypertension/High blood pressure","Male","9974","541"
"Hypertension/High blood pressure","Total","22701","981"
"Hypertension/High blood pressure","Unknown","93","1"
"ICU","Female","4103","1665"
"ICU","Male","5317","2283"
"ICU","Total","9439","3951"
"ICU","Unknown","19","3"
"Immunocompromised Condition","Female","9589","505"
"Immunocompromised Condition","Male","5673","602"
"Immunocompromised Condition","Total","15296","1107"
"Immunocompromised Condition","Unknown","34","0"
"Missing/Unknown status on all conditions","Female","201018","833"
"Missing/Unknown status on all conditions","Male","183620","1024"
"Missing/Unknown status on all conditions","Total","394587","1864"
"Missing/Unknown status on all conditions","Unknown","9949","7"
"None of the above conditions","Female","234384","5943"
"None of the above conditions","Male","189386","6792"
"None of the above conditions","Total","425750","12738"
"None of the above conditions","Unknown","1980","3"
"Obesity (BMI>40)","Female","4199","90"
"Obesity (BMI>40)","Male","2328","95"
"Obesity (BMI>40)","Total","6547","185"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","32336","1922"
"Other Chronic Diseases","Male","21447","2001"
"Other Chronic Diseases","Total","53996","3924"
"Other Chronic Diseases","Unknown","213","1"
"Smoker","Female","24163","569"
"Smoker","Male","29952","1135"
"Smoker","Total","54280","1704"
"Smoker","Unknown","165","0"
"Total with completed information","Female","244676","6623"
"Total with completed information","Male","198480","7561"
"Total with completed information","Total","445236","14189"
"Total with completed information","Unknown","2080","5"
