"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","76135","2799"
"Any Chronic Condition","Male","60689","3132"
"Any Chronic Condition","Total","137314","5931"
"Any Chronic Condition","Unknown","490","0"
"Cardiovascular Disease","Female","20415","1729"
"Cardiovascular Disease","Male","17956","1970"
"Cardiovascular Disease","Total","38468","3699"
"Cardiovascular Disease","Unknown","97","0"
"Chronic Liver Disease","Female","831","71"
"Chronic Liver Disease","Male","759","114"
"Chronic Liver Disease","Total","1595","185"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","20299","793"
"Chronic Lung Disease","Male","12815","795"
"Chronic Lung Disease","Total","33239","1588"
"Chronic Lung Disease","Unknown","125","0"
"Chronic Renal Disease","Female","3754","658"
"Chronic Renal Disease","Male","3573","786"
"Chronic Renal Disease","Total","7350","1444"
"Chronic Renal Disease","Unknown","23","0"
"Currently Pregnant","Female","3380","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3388","5"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","19608","1143"
"Diabetes Mellitus","Male","16729","1393"
"Diabetes Mellitus","Total","36453","2536"
"Diabetes Mellitus","Unknown","116","0"
"ICU","Female","3248","1187"
"ICU","Male","4207","1603"
"ICU","Total","7471","2790"
"ICU","Unknown","16","0"
"Immunocompromised Condition","Female","6940","331"
"Immunocompromised Condition","Male","4213","386"
"Immunocompromised Condition","Total","11176","717"
"Immunocompromised Condition","Unknown","23","0"
"Missing/Unknown status on all conditions","Female","136048","681"
"Missing/Unknown status on all conditions","Male","124683","789"
"Missing/Unknown status on all conditions","Total","267991","1474"
"Missing/Unknown status on all conditions","Unknown","7260","4"
"Neurologic/Neurodevelopmental","Female","4965","805"
"Neurologic/Neurodevelopmental","Male","3466","686"
"Neurologic/Neurodevelopmental","Total","8461","1491"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","169668","3524"
"None of the above conditions","Male","136628","3781"
"None of the above conditions","Total","307807","7307"
"None of the above conditions","Unknown","1511","2"
"Other Chronic Diseases","Female","26789","1537"
"Other Chronic Diseases","Male","18172","1546"
"Other Chronic Diseases","Total","45131","3083"
"Other Chronic Diseases","Unknown","170","0"
"Smoker","Female","17308","378"
"Smoker","Male","21757","741"
"Smoker","Total","39172","1119"
"Smoker","Unknown","107","0"
"Total with completed information","Female","177774","4042"
"Total with completed information","Male","143763","4382"
"Total with completed information","Total","323115","8426"
"Total with completed information","Unknown","1578","2"
