"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","114573","4367"
"Any Chronic Condition","Male","91128","5038"
"Any Chronic Condition","Total","206253","9412"
"Any Chronic Condition","Unknown","552","7"
"Any Disability","Female","8253","1210"
"Any Disability","Male","6244","1101"
"Any Disability","Total","14536","2316"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25168","2447"
"Cardiovascular Disease","Male","22861","2941"
"Cardiovascular Disease","Total","48113","5391"
"Cardiovascular Disease","Unknown","84","3"
"Chronic Liver Disease","Female","1295","121"
"Chronic Liver Disease","Male","1130","176"
"Chronic Liver Disease","Total","2433","298"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30121","1227"
"Chronic Lung Disease","Male","19175","1275"
"Chronic Lung Disease","Total","49425","2503"
"Chronic Lung Disease","Unknown","129","1"
"Chronic Renal Disease","Female","5213","994"
"Chronic Renal Disease","Male","5123","1242"
"Chronic Renal Disease","Total","10359","2237"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4843","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4853","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27821","1785"
"Diabetes Mellitus","Male","24059","2228"
"Diabetes Mellitus","Total","51994","4016"
"Diabetes Mellitus","Unknown","114","3"
"Hypertension/High blood pressure","Female","15713","611"
"Hypertension/High blood pressure","Male","12311","697"
"Hypertension/High blood pressure","Total","28123","1311"
"Hypertension/High blood pressure","Unknown","99","3"
"ICU","Female","4370","1782"
"ICU","Male","5621","2415"
"ICU","Total","10009","4201"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10264","553"
"Immunocompromised Condition","Male","6039","645"
"Immunocompromised Condition","Total","16335","1200"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203781","845"
"Missing/Unknown status on all conditions","Male","186676","1031"
"Missing/Unknown status on all conditions","Total","399568","1885"
"Missing/Unknown status on all conditions","Unknown","9111","9"
"None of the above conditions","Female","251590","6589"
"None of the above conditions","Male","203846","7465"
"None of the above conditions","Total","457097","14064"
"None of the above conditions","Unknown","1661","10"
"Obesity (BMI>40)","Female","5441","131"
"Obesity (BMI>40)","Male","2955","124"
"Obesity (BMI>40)","Total","8414","255"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","33430","2024"
"Other Chronic Diseases","Male","22054","2077"
"Other Chronic Diseases","Total","55637","4104"
"Other Chronic Diseases","Unknown","153","3"
"Smoker","Female","26015","627"
"Smoker","Male","32164","1234"
"Smoker","Total","58294","1861"
"Smoker","Unknown","115","0"
"Total with completed information","Female","261920","7286"
"Total with completed information","Male","212933","8238"
"Total with completed information","Total","476578","15536"
"Total with completed information","Unknown","1725","12"
