"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","109450","4122"
"Any Chronic Condition","Male","87139","4816"
"Any Chronic Condition","Total","197173","8943"
"Any Chronic Condition","Unknown","584","5"
"Any Disability","Female","7795","1129"
"Any Disability","Male","5856","1045"
"Any Disability","Total","13693","2177"
"Any Disability","Unknown","42","3"
"Cardiovascular Disease","Female","24625","2335"
"Cardiovascular Disease","Male","22351","2834"
"Cardiovascular Disease","Total","47075","5171"
"Cardiovascular Disease","Unknown","99","2"
"Chronic Liver Disease","Female","1235","115"
"Chronic Liver Disease","Male","1087","169"
"Chronic Liver Disease","Total","2330","284"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28778","1154"
"Chronic Lung Disease","Male","18337","1214"
"Chronic Lung Disease","Total","47251","2369"
"Chronic Lung Disease","Unknown","136","1"
"Chronic Renal Disease","Female","5043","945"
"Chronic Renal Disease","Male","4945","1179"
"Chronic Renal Disease","Total","10012","2125"
"Chronic Renal Disease","Unknown","24","1"
"Currently Pregnant","Female","4623","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4633","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","26820","1704"
"Diabetes Mellitus","Male","23241","2133"
"Diabetes Mellitus","Total","50183","3838"
"Diabetes Mellitus","Unknown","122","1"
"Hypertension/High blood pressure","Female","13584","492"
"Hypertension/High blood pressure","Male","10721","591"
"Hypertension/High blood pressure","Total","24392","1085"
"Hypertension/High blood pressure","Unknown","87","2"
"ICU","Female","4177","1699"
"ICU","Male","5403","2328"
"ICU","Total","9598","4030"
"ICU","Unknown","18","3"
"Immunocompromised Condition","Female","9819","520"
"Immunocompromised Condition","Male","5808","620"
"Immunocompromised Condition","Total","15659","1140"
"Immunocompromised Condition","Unknown","32","0"
"Missing/Unknown status on all conditions","Female","201931","838"
"Missing/Unknown status on all conditions","Male","184581","1029"
"Missing/Unknown status on all conditions","Total","395947","1874"
"Missing/Unknown status on all conditions","Unknown","9435","7"
"None of the above conditions","Female","240039","6162"
"None of the above conditions","Male","194105","7036"
"None of the above conditions","Total","435858","13203"
"None of the above conditions","Unknown","1714","5"
"Obesity (BMI>40)","Female","4608","106"
"Obesity (BMI>40)","Male","2554","106"
"Obesity (BMI>40)","Total","7180","212"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","32717","1951"
"Other Chronic Diseases","Male","21684","2035"
"Other Chronic Diseases","Total","54571","3989"
"Other Chronic Diseases","Unknown","170","3"
"Smoker","Female","24749","585"
"Smoker","Male","30637","1169"
"Smoker","Total","55517","1754"
"Smoker","Unknown","131","0"
"Total with completed information","Female","250360","6847"
"Total with completed information","Male","203210","7805"
"Total with completed information","Total","455359","14659"
"Total with completed information","Unknown","1789","7"
