"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","141779","5292"
"Any Chronic Condition","Male","111885","6067"
"Any Chronic Condition","Total","254018","11360"
"Any Chronic Condition","Unknown","354","1"
"Any Disability","Female","10391","1438"
"Any Disability","Male","8085","1301"
"Any Disability","Total","18499","2739"
"Any Disability","Unknown","23","0"
"Cardiovascular Disease","Female","28111","2786"
"Cardiovascular Disease","Male","25652","3389"
"Cardiovascular Disease","Total","53813","6175"
"Cardiovascular Disease","Unknown","50","0"
"Chronic Liver Disease","Female","1596","144"
"Chronic Liver Disease","Male","1386","219"
"Chronic Liver Disease","Total","2985","363"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","37786","1477"
"Chronic Lung Disease","Male","24243","1520"
"Chronic Lung Disease","Total","62101","2997"
"Chronic Lung Disease","Unknown","72","0"
"Chronic Renal Disease","Female","6249","1180"
"Chronic Renal Disease","Male","6066","1494"
"Chronic Renal Disease","Total","12324","2674"
"Chronic Renal Disease","Unknown","9","0"
"Currently Pregnant","Female","6860","12"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6863","12"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33085","2184"
"Diabetes Mellitus","Male","28311","2674"
"Diabetes Mellitus","Total","61466","4859"
"Diabetes Mellitus","Unknown","70","1"
"Hypertension/High blood pressure","Female","26100","1185"
"Hypertension/High blood pressure","Male","20475","1291"
"Hypertension/High blood pressure","Total","46667","2476"
"Hypertension/High blood pressure","Unknown","92","0"
"ICU","Female","5567","2241"
"ICU","Male","7077","2976"
"ICU","Total","12664","5218"
"ICU","Unknown","20","1"
"Immunocompromised Condition","Female","9919","580"
"Immunocompromised Condition","Male","5785","668"
"Immunocompromised Condition","Total","15719","1248"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","302748","1048"
"Missing/Unknown status on all conditions","Male","278708","1209"
"Missing/Unknown status on all conditions","Total","589975","2258"
"Missing/Unknown status on all conditions","Unknown","8519","1"
"None of the above conditions","Female","324469","8361"
"None of the above conditions","Male","260519","9514"
"None of the above conditions","Total","586220","17878"
"None of the above conditions","Unknown","1232","3"
"Obesity (BMI>40)","Female","9283","270"
"Obesity (BMI>40)","Male","5050","244"
"Obesity (BMI>40)","Total","14351","514"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","36679","2256"
"Other Chronic Diseases","Male","24023","2311"
"Other Chronic Diseases","Total","60780","4567"
"Other Chronic Diseases","Unknown","78","0"
"Smoker","Female","33217","811"
"Smoker","Male","39800","1525"
"Smoker","Total","73099","2336"
"Smoker","Unknown","82","0"
"Total with completed information","Female","337651","9102"
"Total with completed information","Male","271416","10345"
"Total with completed information","Total","610352","19451"
"Total with completed information","Unknown","1285","4"
