"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","75427","2796"
"Any Chronic Condition","Male","60141","3130"
"Any Chronic Condition","Total","136047","5926"
"Any Chronic Condition","Unknown","479","0"
"Cardiovascular Disease","Female","20297","1728"
"Cardiovascular Disease","Male","17855","1967"
"Cardiovascular Disease","Total","38243","3695"
"Cardiovascular Disease","Unknown","91","0"
"Chronic Liver Disease","Female","824","71"
"Chronic Liver Disease","Male","753","114"
"Chronic Liver Disease","Total","1581","185"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","20049","792"
"Chronic Lung Disease","Male","12661","793"
"Chronic Lung Disease","Total","32833","1585"
"Chronic Lung Disease","Unknown","123","0"
"Chronic Renal Disease","Female","3730","658"
"Chronic Renal Disease","Male","3553","784"
"Chronic Renal Disease","Total","7305","1442"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","3340","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3347","5"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","19391","1141"
"Diabetes Mellitus","Male","16556","1391"
"Diabetes Mellitus","Total","36059","2532"
"Diabetes Mellitus","Unknown","112","0"
"ICU","Female","3243","1186"
"ICU","Male","4190","1601"
"ICU","Total","7448","2787"
"ICU","Unknown","15","0"
"Immunocompromised Condition","Female","6857","330"
"Immunocompromised Condition","Male","4167","386"
"Immunocompromised Condition","Total","11049","716"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","129804","681"
"Missing/Unknown status on all conditions","Male","119568","787"
"Missing/Unknown status on all conditions","Total","256445","1472"
"Missing/Unknown status on all conditions","Unknown","7073","4"
"Neurologic/Neurodevelopmental","Female","4922","804"
"Neurologic/Neurodevelopmental","Male","3431","686"
"Neurologic/Neurodevelopmental","Total","8383","1490"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","167405","3522"
"None of the above conditions","Male","134837","3776"
"None of the above conditions","Total","303715","7300"
"None of the above conditions","Unknown","1473","2"
"Other Chronic Diseases","Female","26695","1537"
"Other Chronic Diseases","Male","18117","1545"
"Other Chronic Diseases","Total","44981","3082"
"Other Chronic Diseases","Unknown","169","0"
"Smoker","Female","17162","376"
"Smoker","Male","21577","740"
"Smoker","Total","38845","1116"
"Smoker","Unknown","106","0"
"Total with completed information","Female","175480","4038"
"Total with completed information","Male","141938","4377"
"Total with completed information","Total","318950","8417"
"Total with completed information","Unknown","1532","2"
