"","province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"1","黑龙江省","city","七台河","17","3","0","0","14",NA
"2","海南省","city","万宁","13","0","0","0","13",NA
"3","重庆市","city","万州区","118","8","0","4","106",NA
"4","重庆市","city","万盛经开区","1","0","0","0","1",NA
"5","海南省","city","三亚","54","1","0","1","52",NA
"6","福建省","city","三明","14","2","0","0","12",NA
"7","河南省","city","三门峡","7","0","0","1","6",NA
"8","江西省","city","上饶","123","2","0","0","121",NA
"9","天津市","city","东丽区","4","0","0","0","4",NA
"10","北京市","city","东城区","13","12","0","0","1",NA
"11","海南省","city","东方","3","1","0","0","2",NA
"12","广东省","city","东莞","99","16","0","1","82",NA
"13","重庆市","city","两江新区","17","2","0","0","15",NA
"14","浙江省","city","丽水","25","8","0","0","17",NA
"15","云南省","city","丽江","7","0","0","0","7",NA
"16","宁夏回族自治区","city","中卫","4","1","0","0","3",NA
"17","广东省","city","中山","66","5","0","0","61",NA
"18","北京市","city","丰台区","43","40","0","0","3",NA
"19","重庆市","city","丰都县","10","2","0","0","8",NA
"20","甘肃省","city","临夏","3","0","0","0","3",NA
"21","山西省","city","临汾","2","0","0","0","2",NA
"22","山东省","city","临沂","49","1","0","0","48",NA
"23","云南省","city","临沧","1","0","0","0","1",NA
"24","海南省","city","临高","6","0","0","0","6",NA
"25","辽宁省","city","丹东","11","4","0","0","7",NA
"26","内蒙古自治区","city","乌兰察布","3","1","0","0","2",NA
"27","内蒙古自治区","city","乌海市","2","0","0","0","2",NA
"28","新疆维吾尔自治区","city","乌鲁木齐","23","1","0","0","22",NA
"29","海南省","city","乐东","2","0","0","0","2",NA
"30","四川省","city","乐山","3","0","0","0","3",NA
"31","江西省","city","九江","118","17","0","0","101",NA
"32","重庆市","city","九龙坡区","21","2","0","1","18",NA
"33","重庆市","city","云阳县","25","1","0","0","24",NA
"34","安徽省","city","亳州","108","1","0","0","107",NA
"35","湖北省","city","仙桃","575","78","0","20","477",NA
"36","黑龙江省","city","伊春","1","0","0","0","1",NA
"37","新疆维吾尔自治区","city","伊犁州","18","0","0","0","18",NA
"38","广东省","city","佛山","84","15","0","0","69",NA
"39","黑龙江省","city","佳木斯","15","0","0","0","15",NA
"40","海南省","city","保亭","3","0","0","0","3",NA
"41","河北省","city","保定","32","0","0","0","32",NA
"42","云南省","city","保山","9","0","0","0","9",NA
"43","河南省","city","信阳","274","5","0","2","267",NA
"44","海南省","city","儋州","15","2","0","1","12",NA
"45","吉林省","city","公主岭","6","0","0","0","6",NA
"46","安徽省","city","六安","69","0","0","0","69",NA
"47","贵州省","city","六盘水","10","1","0","1","8",NA
"48","甘肃省","city","兰州","36","1","0","2","33",NA
"49","内蒙古自治区","city","兴安盟","1","0","0","0","1",NA
"50","新疆维吾尔自治区","city","兵团第七师","1","0","0","0","1",NA
"51","新疆维吾尔自治区","city","兵团第九师","4","1","0","1","2",NA
"52","新疆维吾尔自治区","city","兵团第八师石河子市","4","0","0","1","3",NA
"53","新疆维吾尔自治区","city","兵团第六师五家渠市","2","0","0","0","2",NA
"54","新疆维吾尔自治区","city","兵团第十二师","3","0","0","0","3",NA
"55","新疆维吾尔自治区","city","兵团第四师","10","0","0","1","9",NA
"56","四川省","city","内江","22","3","0","0","19",NA
"57","四川省","city","凉山州","13","1","0","0","12",NA
"58","内蒙古自治区","city","包头","11","3","0","0","8",NA
"59","广西壮族自治区","city","北海","44","5","0","1","38",NA
"60","天津市","city","北辰区","6","1","0","0","5",NA
"61","湖北省","city","十堰","672","160","0","7","505",NA
"62","江苏省","city","南京","93","13","0","0","80",NA
"63","四川省","city","南充","39","9","0","0","30",NA
"64","广西壮族自治区","city","南宁","55","1","0","0","54",NA
"65","重庆市","city","南岸区","15","5","0","0","10",NA
"66","福建省","city","南平","20","2","0","0","18",NA
"67","天津市","city","南开区","6","0","0","0","6",NA
"68","江西省","city","南昌","230","12","0","0","218",NA
"69","江苏省","city","南通","40","0","0","0","40",NA
"70","河南省","city","南阳","156","4","0","3","149",NA
"71","福建省","city","厦门","35","0","0","0","35",NA
"72","黑龙江省","city","双鸭山","52","9","0","3","40",NA
"73","浙江省","city","台州","146","19","0","0","127",NA
"74","重庆市","city","合川区","23","2","0","0","21",NA
"75","安徽省","city","合肥","174","16","0","1","157",NA
"76","江西省","city","吉安","22","2","0","0","20",NA
"77","吉林省","city","吉林市","5","0","0","0","5",NA
"78","新疆维吾尔自治区","city","吐鲁番市","3","1","0","0","2",NA
"79","山西省","city","吕梁","6","0","0","0","6",NA
"80","宁夏回族自治区","city","吴忠","28","1","0","0","27",NA
"81","河南省","city","周口","76","2","0","1","73",NA
"82","内蒙古自治区","city","呼伦贝尔","7","0","0","0","7",NA
"83","内蒙古自治区","city","呼和浩特","7","2","0","0","5",NA
"84","天津市","city","和平区","6","0","0","0","6",NA
"85","湖北省","city","咸宁","836","62","0","14","760",NA
"86","陕西省","city","咸阳","17","1","0","0","16",NA
"87","黑龙江省","city","哈尔滨","198","46","0","4","148",NA
"88","河北省","city","唐山","58","5","0","1","52",NA
"89","河南省","city","商丘","91","0","0","3","88",NA
"90","陕西省","city","商洛","7","1","0","0","6",NA
"91","浙江省","city","嘉兴","45","4","0","0","41",NA
"92","上海市","city","嘉定区","9","2","0","0","7",NA
"93","吉林省","city","四平市","15","0","0","1","14",NA
"94","宁夏回族自治区","city","固原","5","0","0","0","5",NA
"95","重庆市","city","垫江县","20","3","0","0","17",NA
"96","重庆市","city","城口县","2","0","0","0","2",NA
"97","北京市","city","境外输入人员","4","4","0","0","0",NA
"98","北京市","city","外地来京人员","25","23","0","0","2",NA
"99","上海市","city","外地来沪人员","111","13","0","1","97",NA
"100","天津市","city","外地来津人员","6","0","0","0","6",NA
"101","北京市","city","大兴区","39","37","0","0","2",NA
"102","黑龙江省","city","大兴安岭","2","0","0","0","2",NA
"103","山西省","city","大同","12","3","0","0","9",NA
"104","黑龙江省","city","大庆","26","5","0","1","20",NA
"105","重庆市","city","大渡口区","7","0","0","0","7",NA
"106","云南省","city","大理州","13","0","0","0","13",NA
"107","重庆市","city","大足区","14","2","0","0","12",NA
"108","辽宁省","city","大连","19","4","0","0","15",NA
"109","甘肃省","city","天水","12","0","0","0","12",NA
"110","湖北省","city","天门","496","61","0","14","421",NA
"111","山西省","city","太原","20","0","0","0","20",NA
"112","重庆市","city","奉节县","22","2","0","0","20",NA
"113","上海市","city","奉贤区","9","0","0","0","9",NA
"114","山东省","city","威海","38","4","0","0","34",NA
"115","湖北省","city","孝感","3518","685","0","120","2713",NA
"116","宁夏回族自治区","city","宁东","1","0","0","0","1",NA
"117","福建省","city","宁德","26","2","0","0","24",NA
"118","天津市","city","宁河区","4","0","0","0","4",NA
"119","浙江省","city","宁波","157","3","0","0","154",NA
"120","安徽省","city","安庆","83","0","0","0","83",NA
"121","陕西省","city","安康","26","1","0","0","25",NA
"122","河南省","city","安阳","53","1","0","0","52",NA
"123","贵州省","city","安顺","4","0","0","0","4",NA
"124","海南省","city","定安","3","0","0","1","2",NA
"125","甘肃省","city","定西","9","1","0","0","8",NA
"126","四川省","city","宜宾","12","2","0","0","10",NA
"127","湖北省","city","宜昌","931","291","0","32","608",NA
"128","江西省","city","宜春","106","0","0","0","106",NA
"129","天津市","city","宝坻区","60","6","0","2","52",NA
"130","上海市","city","宝山区","21","6","0","0","15",NA
"131","陕西省","city","宝鸡","13","0","0","0","13",NA
"132","安徽省","city","宣城","6","1","0","0","5",NA
"133","安徽省","city","宿州","41","0","0","0","41",NA
"134","江苏省","city","宿迁","13","0","0","0","13",NA
"135","北京市","city","密云区","7","7","0","0","0",NA
