"","province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"1","黑龙江省","city","七台河","16","15","0","0","1",NA
"2","海南省","city","万宁","13","12","0","0","1",NA
"3","重庆市","city","万州区","103","78","0","2","23",NA
"4","重庆市","city","万盛经开区","1","1","0","0","0",NA
"5","海南省","city","三亚","54","39","0","1","14",NA
"6","福建省","city","三明","13","12","0","0","1",NA
"7","河南省","city","三门峡","7","4","0","0","3",NA
"8","江西省","city","上饶","122","104","0","0","18",NA
"9","天津市","city","东丽区","4","4","0","0","0",NA
"10","北京市","city","东城区","12","12","0","0","0",NA
"11","海南省","city","东方","3","2","0","0","1",NA
"12","广东省","city","东莞","73","66","0","0","7",NA
"13","重庆市","city","两江新区","17","13","0","0","4",NA
"14","浙江省","city","丽水","17","8","0","0","9",NA
"15","云南省","city","丽江","7","5","0","0","2",NA
"16","宁夏回族自治区","city","中卫","3","1","0","0","2",NA
"17","广东省","city","中山","64","42","0","0","22",NA
"18","北京市","city","丰台区","36","33","0","0","3",NA
"19","重庆市","city","丰都县","10","9","0","0","1",NA
"20","甘肃省","city","临夏","3","0","0","0","3",NA
"21","山西省","city","临汾","2","1","0","0","1",NA
"22","山东省","city","临沂","47","34","0","0","13",NA
"23","云南省","city","临沧","1","1","0","0","0",NA
"24","海南省","city","临高","6","4","0","0","2",NA
"25","辽宁省","city","丹东","7","3","0","0","4",NA
"26","内蒙古自治区","city","乌兰察布","3","3","0","0","0",NA
"27","内蒙古自治区","city","乌海市","2","2","0","0","0",NA
"28","新疆维吾尔自治区","city","乌鲁木齐","23","21","0","0","2",NA
"29","海南省","city","乐东","2","2","0","0","0",NA
"30","四川省","city","乐山","3","1","0","0","2",NA
"31","江西省","city","九江","114","98","0","0","16",NA
"32","重庆市","city","九龙坡区","20","16","0","1","3",NA
"33","重庆市","city","云阳县","22","10","0","0","12",NA
"34","安徽省","city","亳州","106","90","0","0","16",NA
"35","湖北省","city","仙桃","500","425","0","17","58",NA
"36","新疆维吾尔自治区","city","伊犁州","14","13","0","0","1",NA
"37","广东省","city","佛山","82","64","0","0","18",NA
"38","黑龙江省","city","佳木斯","15","10","0","0","5",NA
"39","海南省","city","保亭","3","3","0","0","0",NA
"40","河北省","city","保定","31","20","0","0","11",NA
"41","云南省","city","保山","9","9","0","0","0",NA
"42","河南省","city","信阳","243","194","0","0","49",NA
"43","海南省","city","儋州","15","13","0","0","2",NA
"44","吉林省","city","公主岭","6","4","0","0","2",NA
"45","安徽省","city","六安","61","58","0","0","3",NA
"46","贵州省","city","六盘水","10","6","0","1","3",NA
"47","甘肃省","city","兰州","35","19","0","2","14",NA
"48","内蒙古自治区","city","兴安盟","1","1","0","0","0",NA
"49","新疆维吾尔自治区","city","兵团第七师","1","0","0","0","1",NA
"50","新疆维吾尔自治区","city","兵团第九师","4","4","0","0","0",NA
"51","新疆维吾尔自治区","city","兵团第八师石河子市","2","1","0","1","0",NA
"52","新疆维吾尔自治区","city","兵团第六师五家渠市","1","1","0","0","0",NA
"53","新疆维吾尔自治区","city","兵团第十二师","1","1","0","0","0",NA
"54","新疆维吾尔自治区","city","兵团第四师","10","10","0","0","0",NA
"55","四川省","city","内江","21","18","0","0","3",NA
"56","四川省","city","凉山州","10","7","0","0","3",NA
"57","内蒙古自治区","city","包头","11","11","0","0","0",NA
"58","广西壮族自治区","city","北海","40","35","0","1","4",NA
"59","天津市","city","北辰区","6","6","0","0","0",NA
"60","湖北省","city","十堰","586","495","0","2","89",NA
"61","江苏省","city","南京","91","65","0","0","26",NA
"62","四川省","city","南充","35","29","0","0","6",NA
"63","广西壮族自治区","city","南宁","47","37","0","0","10",NA
"64","重庆市","city","南岸区","15","14","0","0","1",NA
"65","福建省","city","南平","20","17","0","0","3",NA
"66","天津市","city","南开区","6","6","0","0","0",NA
"67","江西省","city","南昌","217","149","0","0","68",NA
"68","江苏省","city","南通","39","29","0","0","10",NA
"69","河南省","city","南阳","146","99","0","2","45",NA
"70","福建省","city","厦门","34","30","0","0","4",NA
"71","黑龙江省","city","双鸭山","48","45","0","2","1",NA
"72","浙江省","city","台州","144","95","0","0","49",NA
"73","重庆市","city","合川区","23","18","0","0","5",NA
"74","安徽省","city","合肥","166","130","0","1","35",NA
"75","江西省","city","吉安","20","15","0","0","5",NA
"76","吉林省","city","吉林市","5","2","0","0","3",NA
"77","新疆维吾尔自治区","city","吐鲁番市","1","0","0","0","1",NA
"78","山西省","city","吕梁","6","1","0","0","5",NA
"79","宁夏回族自治区","city","吴忠","25","19","0","0","6",NA
"80","河南省","city","周口","69","49","0","0","20",NA
"81","内蒙古自治区","city","呼伦贝尔","6","5","0","0","1",NA
"82","内蒙古自治区","city","呼和浩特","7","7","0","0","0",NA
"83","天津市","city","和平区","6","5","0","0","1",NA
"84","湖北省","city","咸宁","732","625","0","8","99",NA
"85","陕西省","city","咸阳","17","13","0","0","4",NA
"86","黑龙江省","city","哈尔滨","164","146","0","3","15",NA
"87","河北省","city","唐山","43","39","0","0","4",NA
"88","河南省","city","商丘","88","61","0","2","25",NA
"89","陕西省","city","商洛","7","6","0","0","1",NA
"90","浙江省","city","嘉兴","42","34","0","0","8",NA
"91","上海市","city","嘉定区","9","8","0","0","1",NA
"92","吉林省","city","四平市","14","11","0","1","2",NA
