"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","50613","2384"
"Any Chronic Condition","Male","41451","2641"
"Any Chronic Condition","Total","92496","5028"
"Any Chronic Condition","Unknown","432","3"
"Cardiovascular Disease","Female","16042","1536"
"Cardiovascular Disease","Male","13668","1725"
"Cardiovascular Disease","Total","29810","3262"
"Cardiovascular Disease","Unknown","100","1"
"Chronic Liver Disease","Female","637","67"
"Chronic Liver Disease","Male","567","94"
"Chronic Liver Disease","Total","1209","161"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","14569","710"
"Chronic Lung Disease","Male","9173","694"
"Chronic Lung Disease","Total","23884","1405"
"Chronic Lung Disease","Unknown","142","1"
"Chronic Renal Disease","Female","2982","597"
"Chronic Renal Disease","Male","2732","705"
"Chronic Renal Disease","Total","5736","1302"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2597","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2609","5"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","14860","1000"
"Diabetes Mellitus","Male","12445","1233"
"Diabetes Mellitus","Total","27417","2235"
"Diabetes Mellitus","Unknown","112","2"
"ICU","Female","2732","1024"
"ICU","Male","3477","1399"
"ICU","Total","6229","2425"
"ICU","Unknown","20","2"
"Immunocompromised Condition","Female","4842","289"
"Immunocompromised Condition","Male","3004","352"
"Immunocompromised Condition","Total","7874","641"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","78481","638"
"Missing/Unknown status on all conditions","Male","74294","730"
"Missing/Unknown status on all conditions","Total","158437","1370"
"Missing/Unknown status on all conditions","Unknown","5662","2"
"Neurologic/Neurodevelopmental","Female","3726","700"
"Neurologic/Neurodevelopmental","Male","2547","608"
"Neurologic/Neurodevelopmental","Total","6303","1309"
"Neurologic/Neurodevelopmental","Unknown","30","1"
"None of the above conditions","Female","120587","3002"
"None of the above conditions","Male","97415","3173"
"None of the above conditions","Total","219399","6177"
"None of the above conditions","Unknown","1397","2"
"Other Chronic Diseases","Female","7938","748"
"Other Chronic Diseases","Male","5077","737"
"Other Chronic Diseases","Total","13068","1485"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","12901","320"
"Smoker","Male","16595","631"
"Smoker","Total","29616","951"
"Smoker","Unknown","120","0"
"Total with completed information","Female","125901","3433"
"Total with completed information","Male","102135","3664"
"Total with completed information","Total","229493","7101"
"Total with completed information","Unknown","1457","4"
