"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","142349","5336"
"Any Chronic Condition","Male","112356","6116"
"Any Chronic Condition","Total","255060","11453"
"Any Chronic Condition","Unknown","355","1"
"Any Disability","Female","10449","1449"
"Any Disability","Male","8148","1311"
"Any Disability","Total","18620","2760"
"Any Disability","Unknown","23","0"
"Cardiovascular Disease","Female","28163","2799"
"Cardiovascular Disease","Male","25734","3403"
"Cardiovascular Disease","Total","53948","6202"
"Cardiovascular Disease","Unknown","51","0"
"Chronic Liver Disease","Female","1603","144"
"Chronic Liver Disease","Male","1391","219"
"Chronic Liver Disease","Total","2997","363"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","37953","1488"
"Chronic Lung Disease","Male","24371","1535"
"Chronic Lung Disease","Total","62398","3023"
"Chronic Lung Disease","Unknown","74","0"
"Chronic Renal Disease","Female","6266","1190"
"Chronic Renal Disease","Male","6081","1502"
"Chronic Renal Disease","Total","12356","2692"
"Chronic Renal Disease","Unknown","9","0"
"Currently Pregnant","Female","6903","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6906","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33176","2197"
"Diabetes Mellitus","Male","28402","2696"
"Diabetes Mellitus","Total","61648","4894"
"Diabetes Mellitus","Unknown","70","1"
"Hypertension/High blood pressure","Female","26302","1206"
"Hypertension/High blood pressure","Male","20640","1312"
"Hypertension/High blood pressure","Total","47033","2518"
"Hypertension/High blood pressure","Unknown","91","0"
"ICU","Female","5595","2265"
"ICU","Male","7121","3000"
"ICU","Total","12736","5266"
"ICU","Unknown","20","1"
"Immunocompromised Condition","Female","9912","580"
"Immunocompromised Condition","Male","5779","668"
"Immunocompromised Condition","Total","15706","1248"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","304440","1059"
"Missing/Unknown status on all conditions","Male","280265","1218"
"Missing/Unknown status on all conditions","Total","593272","2278"
"Missing/Unknown status on all conditions","Unknown","8567","1"
"None of the above conditions","Female","326258","8469"
"None of the above conditions","Male","262039","9660"
"None of the above conditions","Total","589533","18131"
"None of the above conditions","Unknown","1236","2"
"Obesity (BMI>40)","Female","9354","277"
"Obesity (BMI>40)","Male","5092","249"
"Obesity (BMI>40)","Total","14464","526"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","36749","2264"
"Other Chronic Diseases","Male","24064","2317"
"Other Chronic Diseases","Total","60890","4581"
"Other Chronic Diseases","Unknown","77","0"
"Smoker","Female","33380","821"
"Smoker","Male","39954","1532"
"Smoker","Total","73416","2353"
"Smoker","Unknown","82","0"
"Total with completed information","Female","339489","9214"
"Total with completed information","Male","272973","10496"
"Total with completed information","Total","613752","19713"
"Total with completed information","Unknown","1290","3"
