"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",962,707,0,6,249,"2020-16FEB"
"18","China","Beijing Municipality",380,271,0,4,105,"2020-16FEB"
"38","China","Chongqing Municipality",544,355,0,5,184,"2020-16FEB"
"78","China","Fujian Province",287,210,0,0,77,"2020-16FEB"
"87","China","Gansu province",90,39,0,2,49,"2020-16FEB"
"102","China","Guangdong Province",1316,870,0,2,444,"2020-16FEB"
"126","China","Guangxi Zhuang Autonomous Region",237,189,0,2,46,"2020-16FEB"
"141","China","Guizhou Province",144,102,0,1,41,"2020-16FEB"
"150","China","Hainan Province",162,119,0,4,39,"2020-16FEB"
"169","China","Hebei Province",300,196,0,3,101,"2020-16FEB"
"180","China","Heilongjiang Province",445,361,0,11,73,"2020-16FEB"
"193","China","Henan Province",1231,797,0,13,421,"2020-16FEB"
"213","China","Hong Kong Special Administrative Region",56,54,0,1,1,"2020-16FEB"
"214","China","Hubei Province",56249,49030,0,1596,5623,"2020-16FEB"
"232","China","Hunan Province",1004,552,0,3,449,"2020-16FEB"
"246","China","Inner Mongolia Autonomous Region",70,63,0,0,7,"2020-16FEB"
"259","China","Jiangsu Province",617,410,0,0,207,"2020-16FEB"
"272","China","Jiangxi Province",925,685,0,1,239,"2020-16FEB"
"284","China","Jilin Province",89,60,0,1,28,"2020-16FEB"
"295","China","Liaoning Province",120,84,0,1,35,"2020-16FEB"
"309","China","Macao Special Administrative Region",10,7,0,0,3,"2020-16FEB"
"310","China","Ningxia Hui Autonomous Region",70,37,0,0,33,"2020-16FEB"
"317","China","Qinghai Province",18,5,0,0,13,"2020-16FEB"
"325","China","Shaanxi Province",236,172,0,0,64,"2020-16FEB"
"337","China","Shandong Province",537,371,0,2,164,"2020-16FEB"
"354","China","Shanghai Municipality",328,187,0,1,140,"2020-16FEB"
"373","China","Shanxi Province",128,82,0,0,46,"2020-16FEB"
"384","China","Sichuan Province",481,348,0,3,130,"2020-16FEB"
"405","China","Taiwan Province",18,16,0,0,2,"2020-16FEB"
"406","China","Tianjin Municipality",122,82,0,3,37,"2020-16FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,1,"2020-16FEB"
"430","China","Xinjiang Uygur Autonomous Region",71,59,0,1,11,"2020-16FEB"
"453","China","Yunnan Province",169,127,0,0,42,"2020-16FEB"
"469","China","Zhejiang Province",1167,726,0,0,441,"2020-16FEB"
