"","ADM0_EN","ADM1_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1","China","Anhui Province",860,0,0,4,105,"2020-11FEB"
"18","China","Beijing Municipality",342,0,0,3,48,"2020-11FEB"
"38","China","Chongqing Municipality",489,0,0,2,72,"2020-11FEB"
"78","China","Fujian Province",267,0,0,0,45,"2020-11FEB"
"87","China","Gansu province",86,0,0,2,24,"2020-11FEB"
"102","China","Guangdong Province",1177,0,0,1,212,"2020-11FEB"
"126","China","Guangxi Zhuang Autonomous Region",215,0,0,1,33,"2020-11FEB"
"141","China","Guizhou Province",127,0,0,1,17,"2020-11FEB"
"150","China","Hainan Province",144,0,0,3,20,"2020-11FEB"
"169","China","Hebei Province",239,0,0,2,48,"2020-11FEB"
"180","China","Heilongjiang Province",360,0,0,8,28,"2020-11FEB"
"193","China","Henan Province",1105,0,0,7,218,"2020-11FEB"
"213","China","Hong Kong Special Administrative Region",49,0,0,1,0,"2020-11FEB"
"214","China","Hubei Province",33366,0,0,1068,2639,"2020-11FEB"
"232","China","Hunan Province",912,0,0,1,247,"2020-11FEB"
"246","China","Inner Mongolia Autonomous Region",58,0,0,0,5,"2020-11FEB"
"259","China","Jiangsu Province",515,0,0,0,93,"2020-11FEB"
"272","China","Jiangxi Province",804,0,0,1,128,"2020-11FEB"
"284","China","Jilin Province",81,0,0,1,18,"2020-11FEB"
"295","China","Liaoning Province",111,0,0,0,19,"2020-11FEB"
"309","China","Macao Special Administrative Region",10,0,0,0,1,"2020-11FEB"
"310","China","Ningxia Hui Autonomous Region",53,0,0,0,22,"2020-11FEB"
"317","China","Qinghai Province",18,0,0,0,5,"2020-11FEB"
"325","China","Shaanxi Province",219,0,0,0,32,"2020-11FEB"
"337","China","Shandong Province",487,0,0,1,80,"2020-11FEB"
"354","China","Shanghai Municipality",303,0,0,1,52,"2020-11FEB"
"373","China","Shanxi Province",124,0,0,0,30,"2020-11FEB"
"384","China","Sichuan Province",417,0,0,1,85,"2020-11FEB"
"405","China","Taiwan Province",18,0,0,0,1,"2020-11FEB"
"406","China","Tianjin Municipality",106,0,0,2,10,"2020-11FEB"
"423","China","Tibet Autonomous Region",1,0,0,0,0,"2020-11FEB"
"430","China","Xinjiang Uygur Autonomous Region",55,0,0,0,3,"2020-11FEB"
"453","China","Yunnan Province",153,0,0,0,20,"2020-11FEB"
"469","China","Zhejiang Province",1117,0,0,0,270,"2020-11FEB"
