"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","147415","5611"
"Any Chronic Condition","Male","116284","6446"
"Any Chronic Condition","Total","264064","12061"
"Any Chronic Condition","Unknown","365","4"
"Any Disability","Female","10830","1478"
"Any Disability","Male","8557","1346"
"Any Disability","Total","19409","2824"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28675","2888"
"Cardiovascular Disease","Male","26217","3524"
"Cardiovascular Disease","Total","54944","6414"
"Cardiovascular Disease","Unknown","52","2"
"Chronic Liver Disease","Female","1665","149"
"Chronic Liver Disease","Male","1448","226"
"Chronic Liver Disease","Total","3116","375"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","39506","1582"
"Chronic Lung Disease","Male","25420","1615"
"Chronic Lung Disease","Total","65010","3197"
"Chronic Lung Disease","Unknown","84","0"
"Chronic Renal Disease","Female","6428","1242"
"Chronic Renal Disease","Male","6238","1565"
"Chronic Renal Disease","Total","12676","2808"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","7300","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7303","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34138","2322"
"Diabetes Mellitus","Male","29154","2837"
"Diabetes Mellitus","Total","63359","5162"
"Diabetes Mellitus","Unknown","67","3"
"Hypertension/High blood pressure","Female","28138","1362"
"Hypertension/High blood pressure","Male","22011","1508"
"Hypertension/High blood pressure","Total","50243","2871"
"Hypertension/High blood pressure","Unknown","94","1"
"ICU","Female","5838","2413"
"ICU","Male","7413","3248"
"ICU","Total","13276","5664"
"ICU","Unknown","25","3"
"Immunocompromised Condition","Female","9692","576"
"Immunocompromised Condition","Male","5671","664"
"Immunocompromised Condition","Total","15374","1240"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312957","1116"
"Missing/Unknown status on all conditions","Male","290653","1273"
"Missing/Unknown status on all conditions","Total","612651","2391"
"Missing/Unknown status on all conditions","Unknown","9041","2"
"None of the above conditions","Female","342810","9389"
"None of the above conditions","Male","273970","10758"
"None of the above conditions","Total","618127","20152"
"None of the above conditions","Unknown","1347","5"
"Obesity (BMI>40)","Female","10094","314"
"Obesity (BMI>40)","Male","5480","292"
"Obesity (BMI>40)","Total","15594","606"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","37184","2329"
"Other Chronic Diseases","Male","24341","2369"
"Other Chronic Diseases","Total","61597","4698"
"Other Chronic Diseases","Unknown","72","0"
"Smoker","Female","34853","875"
"Smoker","Male","41481","1608"
"Smoker","Total","76419","2483"
"Smoker","Unknown","85","0"
"Total with completed information","Female","356246","10148"
"Total with completed information","Male","284993","11613"
"Total with completed information","Total","642640","21769"
"Total with completed information","Unknown","1401","8"
