"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","94432","3540"
"Any Chronic Condition","Male","75320","4093"
"Any Chronic Condition","Total","170386","7636"
"Any Chronic Condition","Unknown","634","3"
"Cardiovascular Disease","Female","23387","2094"
"Cardiovascular Disease","Male","21010","2496"
"Cardiovascular Disease","Total","44522","4592"
"Cardiovascular Disease","Unknown","125","2"
"Chronic Liver Disease","Female","1108","100"
"Chronic Liver Disease","Male","954","140"
"Chronic Liver Disease","Total","2071","240"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","25875","1017"
"Chronic Lung Disease","Male","16441","1036"
"Chronic Lung Disease","Total","42471","2054"
"Chronic Lung Disease","Unknown","155","1"
"Chronic Renal Disease","Female","4611","820"
"Chronic Renal Disease","Male","4477","1022"
"Chronic Renal Disease","Total","9118","1843"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","4164","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4173","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","24519","1470"
"Diabetes Mellitus","Male","21027","1835"
"Diabetes Mellitus","Total","45689","3307"
"Diabetes Mellitus","Unknown","143","2"
"ICU","Female","3799","1501"
"ICU","Male","4942","2032"
"ICU","Total","8760","3535"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8827","434"
"Immunocompromised Condition","Male","5242","517"
"Immunocompromised Condition","Total","14105","951"
"Immunocompromised Condition","Unknown","36","0"
"Missing/Unknown status on all conditions","Female","194887","817"
"Missing/Unknown status on all conditions","Male","176967","1000"
"Missing/Unknown status on all conditions","Total","381461","1828"
"Missing/Unknown status on all conditions","Unknown","9607","11"
"Neurologic/Neurodevelopmental","Female","6784","975"
"Neurologic/Neurodevelopmental","Male","5011","892"
"Neurologic/Neurodevelopmental","Total","11846","1868"
"Neurologic/Neurodevelopmental","Unknown","51","1"
"None of the above conditions","Female","215420","5053"
"None of the above conditions","Male","173234","5700"
"None of the above conditions","Total","390516","10764"
"None of the above conditions","Unknown","1862","11"
"Other Chronic Diseases","Female","30760","1782"
"Other Chronic Diseases","Male","20451","1827"
"Other Chronic Diseases","Total","51421","3609"
"Other Chronic Diseases","Unknown","210","0"
"Smoker","Female","22090","502"
"Smoker","Male","27429","984"
"Smoker","Total","49669","1486"
"Smoker","Unknown","150","0"
"Total with completed information","Female","225353","5685"
"Total with completed information","Male","182003","6438"
"Total with completed information","Total","409318","12136"
"Total with completed information","Unknown","1962","13"
