"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","57493","2508"
"Any Chronic Condition","Male","46876","2794"
"Any Chronic Condition","Total","104702","5305"
"Any Chronic Condition","Unknown","333","3"
"Cardiovascular Disease","Female","17902","1610"
"Cardiovascular Disease","Male","15428","1817"
"Cardiovascular Disease","Total","33403","3429"
"Cardiovascular Disease","Unknown","73","2"
"Chronic Liver Disease","Female","706","68"
"Chronic Liver Disease","Male","631","105"
"Chronic Liver Disease","Total","1339","173"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","16725","736"
"Chronic Lung Disease","Male","10469","743"
"Chronic Lung Disease","Total","27306","1480"
"Chronic Lung Disease","Unknown","112","1"
"Chronic Renal Disease","Female","3278","623"
"Chronic Renal Disease","Male","3007","727"
"Chronic Renal Disease","Total","6303","1351"
"Chronic Renal Disease","Unknown","18","1"
"Currently Pregnant","Female","2914","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2920","5"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","16566","1058"
"Diabetes Mellitus","Male","13995","1299"
"Diabetes Mellitus","Total","30645","2358"
"Diabetes Mellitus","Unknown","84","1"
"ICU","Female","2954","1091"
"ICU","Male","3749","1478"
"ICU","Total","6719","2571"
"ICU","Unknown","16","2"
"Immunocompromised Condition","Female","5611","307"
"Immunocompromised Condition","Male","3438","366"
"Immunocompromised Condition","Total","9066","673"
"Immunocompromised Condition","Unknown","17","0"
"Missing/Unknown status on all conditions","Female","94445","663"
"Missing/Unknown status on all conditions","Male","88690","764"
"Missing/Unknown status on all conditions","Total","188590","1432"
"Missing/Unknown status on all conditions","Unknown","5455","5"
"Neurologic/Neurodevelopmental","Female","4182","745"
"Neurologic/Neurodevelopmental","Male","2841","642"
"Neurologic/Neurodevelopmental","Total","7049","1388"
"Neurologic/Neurodevelopmental","Unknown","26","1"
"None of the above conditions","Female","139127","3212"
"None of the above conditions","Male","112333","3424"
"None of the above conditions","Total","252598","6640"
"None of the above conditions","Unknown","1138","4"
"Other Chronic Diseases","Female","8856","791"
"Other Chronic Diseases","Male","5651","774"
"Other Chronic Diseases","Total","14555","1566"
"Other Chronic Diseases","Unknown","48","1"
"Smoker","Female","14649","347"
"Smoker","Male","18726","678"
"Smoker","Total","33457","1025"
"Smoker","Unknown","82","0"
"Total with completed information","Female","145056","3653"
"Total with completed information","Male","117553","3937"
"Total with completed information","Total","263779","7595"
"Total with completed information","Unknown","1170","5"
