"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","145128","5484"
"Any Chronic Condition","Male","114458","6321"
"Any Chronic Condition","Total","259948","11808"
"Any Chronic Condition","Unknown","362","3"
"Any Disability","Female","10650","1463"
"Any Disability","Male","8388","1340"
"Any Disability","Total","19060","2803"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28438","2857"
"Cardiovascular Disease","Male","25992","3477"
"Cardiovascular Disease","Total","54479","6335"
"Cardiovascular Disease","Unknown","49","1"
"Chronic Liver Disease","Female","1638","145"
"Chronic Liver Disease","Male","1429","221"
"Chronic Liver Disease","Total","3070","366"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","38783","1535"
"Chronic Lung Disease","Male","24951","1581"
"Chronic Lung Disease","Total","63814","3116"
"Chronic Lung Disease","Unknown","80","0"
"Chronic Renal Disease","Female","6367","1219"
"Chronic Renal Disease","Male","6159","1542"
"Chronic Renal Disease","Total","12535","2761"
"Chronic Renal Disease","Unknown","9","0"
"Currently Pregnant","Female","7137","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7140","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33699","2273"
"Diabetes Mellitus","Male","28805","2788"
"Diabetes Mellitus","Total","62571","5063"
"Diabetes Mellitus","Unknown","67","2"
"Hypertension/High blood pressure","Female","27284","1296"
"Hypertension/High blood pressure","Male","21355","1433"
"Hypertension/High blood pressure","Total","48732","2730"
"Hypertension/High blood pressure","Unknown","93","1"
"ICU","Female","5716","2341"
"ICU","Male","7274","3146"
"ICU","Total","13011","5489"
"ICU","Unknown","21","2"
"Immunocompromised Condition","Female","9796","578"
"Immunocompromised Condition","Male","5714","664"
"Immunocompromised Condition","Total","15523","1242"
"Immunocompromised Condition","Unknown","13","0"
"Missing/Unknown status on all conditions","Female","310973","1089"
"Missing/Unknown status on all conditions","Male","288275","1252"
"Missing/Unknown status on all conditions","Total","608010","2343"
"Missing/Unknown status on all conditions","Unknown","8762","2"
"None of the above conditions","Female","336103","8988"
"None of the above conditions","Male","268544","10301"
"None of the above conditions","Total","605911","19294"
"None of the above conditions","Unknown","1264","5"
"Obesity (BMI>40)","Female","9753","299"
"Obesity (BMI>40)","Male","5298","277"
"Obesity (BMI>40)","Total","15071","576"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","36993","2295"
"Other Chronic Diseases","Male","24210","2348"
"Other Chronic Diseases","Total","61276","4643"
"Other Chronic Diseases","Unknown","73","0"
"Smoker","Female","34176","850"
"Smoker","Male","40759","1582"
"Smoker","Total","75023","2432"
"Smoker","Unknown","88","0"
"Total with completed information","Female","349515","9740"
"Total with completed information","Male","279561","11146"
"Total with completed information","Total","630394","20893"
"Total with completed information","Unknown","1318","7"
