"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","178083","6408"
"Any Chronic Condition","Male","136936","7455"
"Any Chronic Condition","Total","315411","13869"
"Any Chronic Condition","Unknown","392","6"
"Any Disability","Female","12966","1655"
"Any Disability","Male","10577","1555"
"Any Disability","Total","23575","3211"
"Any Disability","Unknown","32","1"
"Cardiovascular Disease","Female","31919","3226"
"Cardiovascular Disease","Male","29174","3960"
"Cardiovascular Disease","Total","61143","7189"
"Cardiovascular Disease","Unknown","50","3"
"Chronic Liver Disease","Female","2035","180"
"Chronic Liver Disease","Male","1736","274"
"Chronic Liver Disease","Total","3773","454"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","48347","1856"
"Chronic Lung Disease","Male","30877","1884"
"Chronic Lung Disease","Total","79334","3740"
"Chronic Lung Disease","Unknown","110","0"
"Chronic Renal Disease","Female","7414","1422"
"Chronic Renal Disease","Male","7201","1796"
"Chronic Renal Disease","Total","14627","3221"
"Chronic Renal Disease","Unknown","12","3"
"Currently Pregnant","Female","11332","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11339","26"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","39519","2658"
"Diabetes Mellitus","Male","33342","3241"
"Diabetes Mellitus","Total","72940","5901"
"Diabetes Mellitus","Unknown","79","2"
"Hypertension/High blood pressure","Female","37710","1864"
"Hypertension/High blood pressure","Male","29341","2088"
"Hypertension/High blood pressure","Total","67150","3954"
"Hypertension/High blood pressure","Unknown","99","2"
"ICU","Female","6771","2833"
"ICU","Male","8553","3786"
"ICU","Total","15354","6621"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9315","547"
"Immunocompromised Condition","Male","5352","609"
"Immunocompromised Condition","Total","14679","1156"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","558811","1325"
"Missing/Unknown status on all conditions","Male","492872","1520"
"Missing/Unknown status on all conditions","Total","1065378","2847"
"Missing/Unknown status on all conditions","Unknown","13695","2"
"None of the above conditions","Female","457402","11572"
"None of the above conditions","Male","355062","13475"
"None of the above conditions","Total","814239","25054"
"None of the above conditions","Unknown","1775","7"
"Obesity (BMI>40)","Female","13834","459"
"Obesity (BMI>40)","Male","7389","438"
"Obesity (BMI>40)","Total","21245","898"
"Obesity (BMI>40)","Unknown","22","1"
"Other Chronic Diseases","Female","40318","2603"
"Other Chronic Diseases","Male","26177","2667"
"Other Chronic Diseases","Total","66560","5271"
"Other Chronic Diseases","Unknown","65","1"
"Smoker","Female","42242","1021"
"Smoker","Male","48905","1934"
"Smoker","Total","91228","2955"
"Smoker","Unknown","81","0"
"Total with completed information","Female","475037","12396"
"Total with completed information","Male","367358","14380"
"Total with completed information","Total","844217","26785"
"Total with completed information","Unknown","1822","9"
