"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","137083","5067"
"Any Chronic Condition","Male","108383","5793"
"Any Chronic Condition","Total","245938","10863"
"Any Chronic Condition","Unknown","472","3"
"Any Disability","Female","10079","1402"
"Any Disability","Male","7772","1258"
"Any Disability","Total","17876","2660"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","27601","2710"
"Cardiovascular Disease","Male","25156","3283"
"Cardiovascular Disease","Total","52823","5993"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","1538","136"
"Chronic Liver Disease","Male","1334","207"
"Chronic Liver Disease","Total","2878","343"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","36375","1413"
"Chronic Lung Disease","Male","23280","1464"
"Chronic Lung Disease","Total","59760","2877"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","6063","1145"
"Chronic Renal Disease","Male","5906","1438"
"Chronic Renal Disease","Total","11982","2583"
"Chronic Renal Disease","Unknown","13","0"
"Currently Pregnant","Female","6439","11"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6444","11"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","32175","2093"
"Diabetes Mellitus","Male","27630","2563"
"Diabetes Mellitus","Total","59902","4658"
"Diabetes Mellitus","Unknown","97","2"
"Hypertension/High blood pressure","Female","24621","1076"
"Hypertension/High blood pressure","Male","19350","1154"
"Hypertension/High blood pressure","Total","44079","2232"
"Hypertension/High blood pressure","Unknown","108","2"
"ICU","Female","5339","2110"
"ICU","Male","6776","2808"
"ICU","Total","12135","4921"
"ICU","Unknown","20","3"
"Immunocompromised Condition","Female","9983","583"
"Immunocompromised Condition","Male","5826","671"
"Immunocompromised Condition","Total","15827","1254"
"Immunocompromised Condition","Unknown","18","0"
"Missing/Unknown status on all conditions","Female","272459","956"
"Missing/Unknown status on all conditions","Male","250705","1106"
"Missing/Unknown status on all conditions","Total","531338","2064"
"Missing/Unknown status on all conditions","Unknown","8174","2"
"None of the above conditions","Female","308899","7731"
"None of the above conditions","Male","248395","8740"
"None of the above conditions","Total","558743","16475"
"None of the above conditions","Unknown","1449","4"
"Obesity (BMI>40)","Female","8682","244"
"Obesity (BMI>40)","Male","4708","212"
"Obesity (BMI>40)","Total","13412","456"
"Obesity (BMI>40)","Unknown","22","0"
"Other Chronic Diseases","Female","36224","2221"
"Other Chronic Diseases","Male","23749","2262"
"Other Chronic Diseases","Total","60087","4484"
"Other Chronic Diseases","Unknown","114","1"
"Smoker","Female","31955","772"
"Smoker","Male","38557","1465"
"Smoker","Total","70613","2237"
"Smoker","Unknown","101","0"
"Total with completed information","Female","321236","8438"
"Total with completed information","Male","258755","9534"
"Total with completed information","Total","581503","17977"
"Total with completed information","Unknown","1512","5"
