"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","134970","4996"
"Any Chronic Condition","Male","106923","5717"
"Any Chronic Condition","Total","242356","10715"
"Any Chronic Condition","Unknown","463","2"
"Any Disability","Female","9925","1380"
"Any Disability","Male","7672","1238"
"Any Disability","Total","17621","2618"
"Any Disability","Unknown","24","0"
"Cardiovascular Disease","Female","27342","2696"
"Cardiovascular Disease","Male","24923","3254"
"Cardiovascular Disease","Total","52331","5950"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","1525","136"
"Chronic Liver Disease","Male","1318","207"
"Chronic Liver Disease","Total","2849","343"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","35745","1392"
"Chronic Lung Disease","Male","22874","1452"
"Chronic Lung Disease","Total","58720","2844"
"Chronic Lung Disease","Unknown","101","0"
"Chronic Renal Disease","Female","5953","1138"
"Chronic Renal Disease","Male","5834","1426"
"Chronic Renal Disease","Total","11801","2564"
"Chronic Renal Disease","Unknown","14","0"
"Currently Pregnant","Female","6234","8"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6239","8"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31813","2066"
"Diabetes Mellitus","Male","27340","2534"
"Diabetes Mellitus","Total","59248","4602"
"Diabetes Mellitus","Unknown","95","2"
"Hypertension/High blood pressure","Female","23930","1048"
"Hypertension/High blood pressure","Male","18832","1113"
"Hypertension/High blood pressure","Total","42866","2162"
"Hypertension/High blood pressure","Unknown","104","1"
"ICU","Female","5246","2074"
"ICU","Male","6683","2776"
"ICU","Total","11944","4851"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10008","584"
"Immunocompromised Condition","Male","5841","671"
"Immunocompromised Condition","Total","15867","1255"
"Immunocompromised Condition","Unknown","18","0"
"Missing/Unknown status on all conditions","Female","253560","910"
"Missing/Unknown status on all conditions","Male","233477","1076"
"Missing/Unknown status on all conditions","Total","494802","1987"
"Missing/Unknown status on all conditions","Unknown","7765","1"
"None of the above conditions","Female","303006","7531"
"None of the above conditions","Male","244111","8503"
"None of the above conditions","Total","548536","16035"
"None of the above conditions","Unknown","1419","1"
"Obesity (BMI>40)","Female","8391","232"
"Obesity (BMI>40)","Male","4573","203"
"Obesity (BMI>40)","Total","12985","435"
"Obesity (BMI>40)","Unknown","21","0"
"Other Chronic Diseases","Female","35975","2207"
"Other Chronic Diseases","Male","23618","2257"
"Other Chronic Diseases","Total","59707","4465"
"Other Chronic Diseases","Unknown","114","1"
"Smoker","Female","31383","766"
"Smoker","Male","38037","1451"
"Smoker","Total","69518","2217"
"Smoker","Unknown","98","0"
"Total with completed information","Female","314789","8231"
"Total with completed information","Male","254095","9290"
"Total with completed information","Total","570365","17523"
"Total with completed information","Unknown","1481","2"
