"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","120170","4573"
"Any Chronic Condition","Male","95596","5277"
"Any Chronic Condition","Total","216226","9852"
"Any Chronic Condition","Unknown","460","2"
"Any Disability","Female","8739","1264"
"Any Disability","Male","6674","1147"
"Any Disability","Total","15442","2412"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","25709","2545"
"Cardiovascular Disease","Male","23424","3044"
"Cardiovascular Disease","Total","49202","5590"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1355","129"
"Chronic Liver Disease","Male","1171","182"
"Chronic Liver Disease","Total","2532","311"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31558","1285"
"Chronic Lung Disease","Male","20047","1331"
"Chronic Lung Disease","Total","51710","2616"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","5410","1041"
"Chronic Renal Disease","Male","5324","1302"
"Chronic Renal Disease","Total","10752","2343"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5140","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5146","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","28913","1870"
"Diabetes Mellitus","Male","25043","2355"
"Diabetes Mellitus","Total","54045","4226"
"Diabetes Mellitus","Unknown","89","1"
"Hypertension/High blood pressure","Female","18043","739"
"Hypertension/High blood pressure","Male","14201","830"
"Hypertension/High blood pressure","Total","32330","1569"
"Hypertension/High blood pressure","Unknown","86","0"
"ICU","Female","4617","1873"
"ICU","Male","5898","2525"
"ICU","Total","10529","4399"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10759","589"
"Immunocompromised Condition","Male","6305","685"
"Immunocompromised Condition","Total","17093","1274"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","201973","850"
"Missing/Unknown status on all conditions","Male","185876","1026"
"Missing/Unknown status on all conditions","Total","395753","1878"
"Missing/Unknown status on all conditions","Unknown","7904","2"
"None of the above conditions","Female","264362","6907"
"None of the above conditions","Male","214425","7800"
"None of the above conditions","Total","480220","14708"
"None of the above conditions","Unknown","1433","1"
"Obesity (BMI>40)","Female","6307","161"
"Obesity (BMI>40)","Male","3424","153"
"Obesity (BMI>40)","Total","9746","314"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34293","2096"
"Other Chronic Diseases","Male","22600","2140"
"Other Chronic Diseases","Total","57010","4236"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","27368","676"
"Smoker","Male","33802","1310"
"Smoker","Total","61274","1986"
"Smoker","Unknown","104","0"
"Total with completed information","Female","274594","7597"
"Total with completed information","Male","223428","8575"
"Total with completed information","Total","499500","16174"
"Total with completed information","Unknown","1478","2"
