"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","79872","2887"
"Any Chronic Condition","Male","63539","3264"
"Any Chronic Condition","Total","143936","6153"
"Any Chronic Condition","Unknown","525","2"
"Cardiovascular Disease","Female","21113","1780"
"Cardiovascular Disease","Male","18653","2043"
"Cardiovascular Disease","Total","39868","3823"
"Cardiovascular Disease","Unknown","102","0"
"Chronic Liver Disease","Female","880","74"
"Chronic Liver Disease","Male","801","118"
"Chronic Liver Disease","Total","1687","192"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","21443","827"
"Chronic Lung Disease","Male","13528","829"
"Chronic Lung Disease","Total","35096","1657"
"Chronic Lung Disease","Unknown","125","1"
"Chronic Renal Disease","Female","3928","686"
"Chronic Renal Disease","Male","3746","823"
"Chronic Renal Disease","Total","7699","1509"
"Chronic Renal Disease","Unknown","25","0"
"Currently Pregnant","Female","3548","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3557","5"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","20605","1196"
"Diabetes Mellitus","Male","17562","1454"
"Diabetes Mellitus","Total","38290","2650"
"Diabetes Mellitus","Unknown","123","0"
"ICU","Female","3355","1241"
"ICU","Male","4373","1677"
"ICU","Total","7744","2919"
"ICU","Unknown","16","1"
"Immunocompromised Condition","Female","7365","345"
"Immunocompromised Condition","Male","4434","397"
"Immunocompromised Condition","Total","11823","742"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","154316","699"
"Missing/Unknown status on all conditions","Male","139957","816"
"Missing/Unknown status on all conditions","Total","302551","1521"
"Missing/Unknown status on all conditions","Unknown","8278","6"
"Neurologic/Neurodevelopmental","Female","5331","821"
"Neurologic/Neurodevelopmental","Male","3760","716"
"Neurologic/Neurodevelopmental","Total","9124","1538"
"Neurologic/Neurodevelopmental","Unknown","33","1"
"None of the above conditions","Female","178777","3656"
"None of the above conditions","Male","143670","3944"
"None of the above conditions","Total","324004","7602"
"None of the above conditions","Unknown","1557","2"
"Other Chronic Diseases","Female","27549","1570"
"Other Chronic Diseases","Male","18610","1591"
"Other Chronic Diseases","Total","46344","3162"
"Other Chronic Diseases","Unknown","185","1"
"Smoker","Female","18249","395"
"Smoker","Male","22856","773"
"Smoker","Total","41222","1168"
"Smoker","Unknown","117","0"
"Total with completed information","Female","187366","4197"
"Total with completed information","Male","151159","4578"
"Total with completed information","Total","340161","8778"
"Total with completed information","Unknown","1636","3"
