"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",83,4,0,0,79,"2020-28FEB"
"2",2,"China","Anhui Province","Bengbu",160,19,0,5,136,"2020-28FEB"
"3",3,"China","Anhui Province","Bozhou",108,9,0,0,99,"2020-28FEB"
"4",4,"China","Anhui Province","Chizhou",17,4,0,0,13,"2020-28FEB"
"5",5,"China","Anhui Province","Chuzhou",13,3,0,0,10,"2020-28FEB"
"6",6,"China","Anhui Province","Fuyang",155,36,0,0,119,"2020-28FEB"
"7",7,"China","Anhui Province","Hefei",174,35,0,1,138,"2020-28FEB"
"8",8,"China","Anhui Province","Huaibei",27,5,0,0,22,"2020-28FEB"
"9",9,"China","Anhui Province","Huainan",54,12,0,0,42,"2020-28FEB"
"10",11,"China","Anhui Province","Huangshan",9,3,0,0,6,"2020-28FEB"
"11",12,"China","Anhui Province","Lu'an",69,16,0,0,53,"2020-28FEB"
"12",13,"China","Anhui Province","Ma'anshan",38,8,0,0,30,"2020-28FEB"
"13",14,"China","Anhui Province","Suzhou",41,8,0,0,33,"2020-28FEB"
"14",15,"China","Anhui Province","Tongling",29,1,0,0,28,"2020-28FEB"
"15",16,"China","Anhui Province","Wuhu",34,4,0,0,30,"2020-28FEB"
"16",17,"China","Anhui Province","Xuancheng",6,2,0,0,4,"2020-28FEB"
"17",18,"China","Beijing Municipality","Area to be Identified",0,-249,0,7,242,"2020-28FEB"
"18",19,"China","Beijing Municipality","Beijing Municipality",410,395,0,0,15,"2020-28FEB"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",576,148,0,6,422,"2020-28FEB"
"20",80,"China","Fujian Province","Fuzhou",72,2,0,1,69,"2020-28FEB"
"21",81,"China","Fujian Province","Longyan",6,0,0,0,6,"2020-28FEB"
"22",82,"China","Fujian Province","Nanping",20,6,0,0,14,"2020-28FEB"
"23",83,"China","Fujian Province","Ningde",26,3,0,0,23,"2020-28FEB"
"24",84,"China","Fujian Province","Putian",56,20,0,0,36,"2020-28FEB"
"25",85,"China","Fujian Province","Quanzhou",47,17,0,0,30,"2020-28FEB"
"26",86,"China","Fujian Province","Sanming",14,6,0,0,8,"2020-28FEB"
"27",87,"China","Fujian Province","Xiamen",35,1,0,0,34,"2020-28FEB"
"28",88,"China","Fujian Province","Zhangzhou",20,5,0,0,15,"2020-28FEB"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-28FEB"
"30",90,"China","Gansu province","Baiyin",4,0,0,0,4,"2020-28FEB"
"31",91,"China","Gansu province","Dingxi",9,1,0,0,8,"2020-28FEB"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",8,0,0,0,8,"2020-28FEB"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-28FEB"
"34",94,"China","Gansu province","Jinchang",1,0,0,0,1,"2020-28FEB"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-28FEB"
"36",96,"China","Gansu province","Lanzhou",36,2,0,2,32,"2020-28FEB"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,3,"2020-28FEB"
"38",98,"China","Gansu province","Longnan",4,0,0,0,4,"2020-28FEB"
"39",99,"China","Gansu province","Pingliang",9,3,0,0,6,"2020-28FEB"
"40",100,"China","Gansu province","Qingyang",3,1,0,0,2,"2020-28FEB"
"41",101,"China","Gansu province","Tianshui",12,0,0,0,12,"2020-28FEB"
"42",102,"China","Gansu province","Wuwei",0,0,0,0,0,"2020-28FEB"
