"","X","ADM0_EN","ADM1_EN","ADM2_EN","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","DATE"
"1",1,"China","Anhui Province","Anqing",78,0,0,0,15,"2020-10FEB"
"2",2,"China","Anhui Province","Bengbu",126,0,0,3,2,"2020-10FEB"
"3",3,"China","Anhui Province","Bozhou",92,0,0,0,7,"2020-10FEB"
"4",4,"China","Anhui Province","Chizhou",15,0,0,0,3,"2020-10FEB"
"5",5,"China","Anhui Province","Chuzhou",12,0,0,0,3,"2020-10FEB"
"6",6,"China","Anhui Province","Fuyang",125,0,0,0,13,"2020-10FEB"
"7",7,"China","Anhui Province","Hefei",147,0,0,0,15,"2020-10FEB"
"8",8,"China","Anhui Province","Huaibei",23,0,0,0,5,"2020-10FEB"
"9",9,"China","Anhui Province","Huainan",46,0,0,0,8,"2020-10FEB"
"10",11,"China","Anhui Province","Huangshan",9,0,0,0,1,"2020-10FEB"
"11",12,"China","Anhui Province","Lu'an",57,0,0,0,3,"2020-10FEB"
"12",13,"China","Anhui Province","Ma'anshan",31,0,0,0,2,"2020-10FEB"
"13",14,"China","Anhui Province","Suzhou",31,0,0,0,3,"2020-10FEB"
"14",15,"China","Anhui Province","Tongling",25,0,0,0,7,"2020-10FEB"
"15",16,"China","Anhui Province","Wuhu",30,0,0,0,3,"2020-10FEB"
"16",17,"China","Anhui Province","Xuancheng",6,0,0,0,2,"2020-10FEB"
"17",18,"China","Beijing Municipality","Area to be Identified",0,0,0,2,36,"2020-10FEB"
"18",19,"China","Beijing Municipality","Beijing Municipality",337,0,0,0,8,"2020-10FEB"
"19",40,"China","Chongqing Municipality","Chongqing Municipality",473,0,0,2,66,"2020-10FEB"
"20",80,"China","Fujian Province","Fuzhou",63,0,0,0,12,"2020-10FEB"
"21",81,"China","Fujian Province","Longyan",6,0,0,0,1,"2020-10FEB"
"22",82,"China","Fujian Province","Nanping",18,0,0,0,2,"2020-10FEB"
"23",83,"China","Fujian Province","Ningde",24,0,0,0,4,"2020-10FEB"
"24",84,"China","Fujian Province","Putian",51,0,0,0,2,"2020-10FEB"
"25",85,"China","Fujian Province","Quanzhou",42,0,0,0,11,"2020-10FEB"
"26",86,"China","Fujian Province","Sanming",13,0,0,0,1,"2020-10FEB"
"27",87,"China","Fujian Province","Xiamen",28,0,0,0,3,"2020-10FEB"
"28",88,"China","Fujian Province","Zhangzhou",16,0,0,0,3,"2020-10FEB"
"29",89,"China","Gansu province","Area to be identified",0,0,0,0,0,"2020-10FEB"
"30",90,"China","Gansu province","Baiyin",4,0,0,0,0,"2020-10FEB"
"31",91,"China","Gansu province","Dingxi",8,0,0,0,2,"2020-10FEB"
"32",92,"China","Gansu province","Gannan Tibetan Autonomous Prefecture",6,0,0,0,0,"2020-10FEB"
"33",93,"China","Gansu province","Jiayuguan",0,0,0,0,0,"2020-10FEB"
"34",94,"China","Gansu province","Jinchang",1,0,0,0,1,"2020-10FEB"
"35",95,"China","Gansu province","Jiuquan",0,0,0,0,0,"2020-10FEB"
"36",96,"China","Gansu province","Lanzhou",33,0,0,2,10,"2020-10FEB"
"37",97,"China","Gansu province","Linxia Hui Autonomous Prefecture",3,0,0,0,2,"2020-10FEB"
"38",98,"China","Gansu province","Longnan",4,0,0,0,0,"2020-10FEB"
"39",99,"China","Gansu province","Pingliang",7,0,0,0,0,"2020-10FEB"
