"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","157268","6058"
"Any Chronic Condition","Male","124080","6956"
"Any Chronic Condition","Total","281595","13017"
"Any Chronic Condition","Unknown","247","3"
"Any Disability","Female","11663","1578"
"Any Disability","Male","9354","1429"
"Any Disability","Total","21036","3007"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29610","3060"
"Cardiovascular Disease","Male","27182","3736"
"Cardiovascular Disease","Total","56824","6798"
"Cardiovascular Disease","Unknown","32","2"
"Chronic Liver Disease","Female","1787","163"
"Chronic Liver Disease","Male","1566","257"
"Chronic Liver Disease","Total","3354","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","42405","1727"
"Chronic Lung Disease","Male","27312","1753"
"Chronic Lung Disease","Total","69778","3481"
"Chronic Lung Disease","Unknown","61","1"
"Chronic Renal Disease","Female","6745","1337"
"Chronic Renal Disease","Male","6543","1660"
"Chronic Renal Disease","Total","13294","2999"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8079","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8083","23"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","35922","2505"
"Diabetes Mellitus","Male","30687","3045"
"Diabetes Mellitus","Total","66662","5552"
"Diabetes Mellitus","Unknown","53","2"
"Hypertension/High blood pressure","Female","31752","1642"
"Hypertension/High blood pressure","Male","24917","1812"
"Hypertension/High blood pressure","Total","56726","3454"
"Hypertension/High blood pressure","Unknown","57","0"
"ICU","Female","6304","2665"
"ICU","Male","7945","3542"
"ICU","Total","14271","6210"
"ICU","Unknown","22","3"
"Immunocompromised Condition","Female","9291","551"
"Immunocompromised Condition","Male","5389","613"
"Immunocompromised Condition","Total","14687","1164"
"Immunocompromised Condition","Unknown","7","0"
"Missing/Unknown status on all conditions","Female","321295","1148"
"Missing/Unknown status on all conditions","Male","299114","1294"
"Missing/Unknown status on all conditions","Total","627738","2443"
"Missing/Unknown status on all conditions","Unknown","7329","1"
"None of the above conditions","Female","372047","10263"
"None of the above conditions","Male","297625","11813"
"None of the above conditions","Total","670728","22076"
"None of the above conditions","Unknown","1056","0"
"Obesity (BMI>40)","Female","11617","413"
"Obesity (BMI>40)","Male","6357","381"
"Obesity (BMI>40)","Total","17985","794"
"Obesity (BMI>40)","Unknown","11","0"
"Other Chronic Diseases","Female","38160","2481"
"Other Chronic Diseases","Male","24985","2514"
"Other Chronic Diseases","Total","63196","4995"
"Other Chronic Diseases","Unknown","51","0"
"Smoker","Female","37619","960"
"Smoker","Male","44493","1792"
"Smoker","Total","82161","2752"
"Smoker","Unknown","49","0"
"Total with completed information","Female","385630","11056"
"Total with completed information","Male","308491","12677"
"Total with completed information","Total","695202","23736"
"Total with completed information","Unknown","1081","3"
