"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","203380","6828"
"Any Chronic Condition","Male","152561","7927"
"Any Chronic Condition","Total","356281","14757"
"Any Chronic Condition","Unknown","340","2"
"Any Disability","Female","14628","1728"
"Any Disability","Male","12094","1640"
"Any Disability","Total","26750","3368"
"Any Disability","Unknown","28","0"
"Cardiovascular Disease","Female","34249","3368"
"Cardiovascular Disease","Male","31486","4148"
"Cardiovascular Disease","Total","65773","7517"
"Cardiovascular Disease","Unknown","38","1"
"Chronic Liver Disease","Female","2307","201"
"Chronic Liver Disease","Male","1928","303"
"Chronic Liver Disease","Total","4236","504"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","54829","1980"
"Chronic Lung Disease","Male","34437","1995"
"Chronic Lung Disease","Total","89352","3975"
"Chronic Lung Disease","Unknown","86","0"
"Chronic Renal Disease","Female","8081","1500"
"Chronic Renal Disease","Male","7846","1912"
"Chronic Renal Disease","Total","15933","3413"
"Chronic Renal Disease","Unknown","6","1"
"Currently Pregnant","Female","16268","29"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","16276","29"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","43715","2789"
"Diabetes Mellitus","Male","36657","3424"
"Diabetes Mellitus","Total","80439","6215"
"Diabetes Mellitus","Unknown","67","2"
"Hypertension/High blood pressure","Female","46750","2118"
"Hypertension/High blood pressure","Male","35846","2351"
"Hypertension/High blood pressure","Total","82681","4469"
"Hypertension/High blood pressure","Unknown","85","0"
"ICU","Female","7279","3034"
"ICU","Male","9187","4053"
"ICU","Total","16499","7089"
"ICU","Unknown","33","2"
"Immunocompromised Condition","Female","8627","521"
"Immunocompromised Condition","Male","5036","585"
"Immunocompromised Condition","Total","13667","1106"
"Immunocompromised Condition","Unknown","4","0"
"Missing/Unknown status on all conditions","Female","609198","1375"
"Missing/Unknown status on all conditions","Male","539559","1571"
"Missing/Unknown status on all conditions","Total","1161137","2948"
"Missing/Unknown status on all conditions","Unknown","12380","2"
"None of the above conditions","Female","527149","12790"
"None of the above conditions","Male","403278","14923"
"None of the above conditions","Total","932132","27714"
"None of the above conditions","Unknown","1705","1"
"Obesity (BMI>40)","Female","16839","515"
"Obesity (BMI>40)","Male","8771","477"
"Obesity (BMI>40)","Total","25633","992"
"Obesity (BMI>40)","Unknown","23","0"
"Other Chronic Diseases","Female","42456","2718"
"Other Chronic Diseases","Male","27409","2828"
"Other Chronic Diseases","Total","69925","5546"
"Other Chronic Diseases","Unknown","60","0"
"Smoker","Female","47162","1118"
"Smoker","Male","53956","2073"
"Smoker","Total","101190","3191"
"Smoker","Unknown","72","0"
"Total with completed information","Female","547698","13623"
"Total with completed information","Male","415827","15822"
"Total with completed information","Total","965266","29448"
"Total with completed information","Unknown","1741","3"
