"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","179612","6465"
"Any Chronic Condition","Male","138092","7523"
"Any Chronic Condition","Total","318111","13991"
"Any Chronic Condition","Unknown","407","3"
"Any Disability","Female","13116","1666"
"Any Disability","Male","10703","1571"
"Any Disability","Total","23852","3237"
"Any Disability","Unknown","33","0"
"Cardiovascular Disease","Female","32105","3243"
"Cardiovascular Disease","Male","29372","3993"
"Cardiovascular Disease","Total","61527","7238"
"Cardiovascular Disease","Unknown","50","2"
"Chronic Liver Disease","Female","2059","183"
"Chronic Liver Disease","Male","1754","279"
"Chronic Liver Disease","Total","3816","462"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","48807","1877"
"Chronic Lung Disease","Male","31148","1899"
"Chronic Lung Disease","Total","80069","3776"
"Chronic Lung Disease","Unknown","114","0"
"Chronic Renal Disease","Female","7459","1431"
"Chronic Renal Disease","Male","7264","1809"
"Chronic Renal Disease","Total","14734","3242"
"Chronic Renal Disease","Unknown","11","2"
"Currently Pregnant","Female","11466","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11474","26"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","39791","2671"
"Diabetes Mellitus","Male","33589","3267"
"Diabetes Mellitus","Total","73466","5940"
"Diabetes Mellitus","Unknown","86","2"
"Hypertension/High blood pressure","Female","38311","1896"
"Hypertension/High blood pressure","Male","29868","2120"
"Hypertension/High blood pressure","Total","68280","4016"
"Hypertension/High blood pressure","Unknown","101","0"
"ICU","Female","6842","2870"
"ICU","Male","8642","3829"
"ICU","Total","15514","6701"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9230","546"
"Immunocompromised Condition","Male","5320","609"
"Immunocompromised Condition","Total","14562","1155"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","558001","1330"
"Missing/Unknown status on all conditions","Male","492342","1524"
"Missing/Unknown status on all conditions","Total","1064294","2856"
"Missing/Unknown status on all conditions","Unknown","13951","2"
"None of the above conditions","Female","461735","11835"
"None of the above conditions","Male","358456","13753"
"None of the above conditions","Total","822023","25592"
"None of the above conditions","Unknown","1832","4"
"Obesity (BMI>40)","Female","14036","472"
"Obesity (BMI>40)","Male","7487","444"
"Obesity (BMI>40)","Total","21546","916"
"Obesity (BMI>40)","Unknown","23","0"
"Other Chronic Diseases","Female","40499","2614"
"Other Chronic Diseases","Male","26289","2690"
"Other Chronic Diseases","Total","66855","5304"
"Other Chronic Diseases","Unknown","67","0"
"Smoker","Female","42589","1032"
"Smoker","Male","49281","1955"
"Smoker","Total","91954","2987"
"Smoker","Unknown","84","0"
"Total with completed information","Female","479434","12662"
"Total with completed information","Male","370769","14659"
"Total with completed information","Total","852085","27327"
"Total with completed information","Unknown","1882","6"
