"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","180156","6492"
"Any Chronic Condition","Male","138555","7558"
"Any Chronic Condition","Total","319128","14053"
"Any Chronic Condition","Unknown","417","3"
"Any Disability","Female","13166","1670"
"Any Disability","Male","10750","1580"
"Any Disability","Total","23950","3250"
"Any Disability","Unknown","34","0"
"Cardiovascular Disease","Female","32168","3255"
"Cardiovascular Disease","Male","29442","4008"
"Cardiovascular Disease","Total","61661","7265"
"Cardiovascular Disease","Unknown","51","2"
"Chronic Liver Disease","Female","2067","183"
"Chronic Liver Disease","Male","1760","282"
"Chronic Liver Disease","Total","3830","465"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","48973","1886"
"Chronic Lung Disease","Male","31251","1908"
"Chronic Lung Disease","Total","80341","3794"
"Chronic Lung Disease","Unknown","117","0"
"Chronic Renal Disease","Female","7485","1436"
"Chronic Renal Disease","Male","7287","1822"
"Chronic Renal Disease","Total","14783","3260"
"Chronic Renal Disease","Unknown","11","2"
"Currently Pregnant","Female","11502","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11510","26"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","39910","2681"
"Diabetes Mellitus","Male","33697","3285"
"Diabetes Mellitus","Total","73694","5968"
"Diabetes Mellitus","Unknown","87","2"
"Hypertension/High blood pressure","Female","38557","1910"
"Hypertension/High blood pressure","Male","30078","2141"
"Hypertension/High blood pressure","Total","68739","4051"
"Hypertension/High blood pressure","Unknown","104","0"
"ICU","Female","6858","2877"
"ICU","Male","8674","3845"
"ICU","Total","15562","6724"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9199","545"
"Immunocompromised Condition","Male","5309","609"
"Immunocompromised Condition","Total","14520","1154"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","557476","1333"
"Missing/Unknown status on all conditions","Male","492038","1528"
"Missing/Unknown status on all conditions","Total","1063415","2863"
"Missing/Unknown status on all conditions","Unknown","13901","2"
"None of the above conditions","Female","463273","11930"
"None of the above conditions","Male","359783","13866"
"None of the above conditions","Total","824929","25800"
"None of the above conditions","Unknown","1873","4"
"Obesity (BMI>40)","Female","14122","475"
"Obesity (BMI>40)","Male","7531","448"
"Obesity (BMI>40)","Total","21677","923"
"Obesity (BMI>40)","Unknown","24","0"
"Other Chronic Diseases","Female","40559","2623"
"Other Chronic Diseases","Male","26339","2699"
"Other Chronic Diseases","Total","66966","5322"
"Other Chronic Diseases","Unknown","68","0"
"Smoker","Female","42709","1038"
"Smoker","Male","49426","1963"
"Smoker","Total","92222","3001"
"Smoker","Unknown","87","0"
"Total with completed information","Female","480968","12757"
"Total with completed information","Male","372078","14771"
"Total with completed information","Total","854968","27534"
"Total with completed information","Unknown","1922","6"
