"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","148827","5715"
"Any Chronic Condition","Male","117479","6530"
"Any Chronic Condition","Total","266655","12250"
"Any Chronic Condition","Unknown","349","5"
"Any Disability","Female","10951","1491"
"Any Disability","Male","8675","1357"
"Any Disability","Total","19647","2848"
"Any Disability","Unknown","21","0"
"Cardiovascular Disease","Female","28809","2919"
"Cardiovascular Disease","Male","26358","3559"
"Cardiovascular Disease","Total","55214","6481"
"Cardiovascular Disease","Unknown","47","3"
"Chronic Liver Disease","Female","1683","154"
"Chronic Liver Disease","Male","1463","230"
"Chronic Liver Disease","Total","3148","384"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","39942","1614"
"Chronic Lung Disease","Male","25722","1635"
"Chronic Lung Disease","Total","65742","3250"
"Chronic Lung Disease","Unknown","78","1"
"Chronic Renal Disease","Female","6482","1257"
"Chronic Renal Disease","Male","6285","1576"
"Chronic Renal Disease","Total","12777","2835"
"Chronic Renal Disease","Unknown","10","2"
"Currently Pregnant","Female","7383","15"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7386","15"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34389","2357"
"Diabetes Mellitus","Male","29405","2874"
"Diabetes Mellitus","Total","63860","5235"
"Diabetes Mellitus","Unknown","66","4"
"Hypertension/High blood pressure","Female","28691","1425"
"Hypertension/High blood pressure","Male","22445","1553"
"Hypertension/High blood pressure","Total","51224","2979"
"Hypertension/High blood pressure","Unknown","88","1"
"ICU","Female","5935","2464"
"ICU","Male","7499","3298"
"ICU","Total","13461","5766"
"ICU","Unknown","27","4"
"Immunocompromised Condition","Female","9628","576"
"Immunocompromised Condition","Male","5622","660"
"Immunocompromised Condition","Total","15261","1236"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","313153","1124"
"Missing/Unknown status on all conditions","Male","291137","1275"
"Missing/Unknown status on all conditions","Total","612888","2401"
"Missing/Unknown status on all conditions","Unknown","8598","2"
"None of the above conditions","Female","346725","9602"
"None of the above conditions","Male","277392","11025"
"None of the above conditions","Total","625468","20634"
"None of the above conditions","Unknown","1351","7"
"Obesity (BMI>40)","Female","10308","339"
"Obesity (BMI>40)","Male","5622","304"
"Obesity (BMI>40)","Total","15948","643"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","37294","2357"
"Other Chronic Diseases","Male","24401","2381"
"Other Chronic Diseases","Total","61768","4738"
"Other Chronic Diseases","Unknown","73","0"
"Smoker","Female","35275","894"
"Smoker","Male","41928","1633"
"Smoker","Total","77286","2528"
"Smoker","Unknown","83","1"
"Total with completed information","Female","360187","10378"
"Total with completed information","Male","288388","11884"
"Total with completed information","Total","649968","22272"
"Total with completed information","Unknown","1393","10"
