"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","125497","4833"
"Any Chronic Condition","Male","99897","5516"
"Any Chronic Condition","Total","225852","10351"
"Any Chronic Condition","Unknown","458","2"
"Any Disability","Female","9309","1342"
"Any Disability","Male","7119","1191"
"Any Disability","Total","16458","2534"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","26330","2648"
"Cardiovascular Disease","Male","23968","3166"
"Cardiovascular Disease","Total","50367","5814"
"Cardiovascular Disease","Unknown","69","0"
"Chronic Liver Disease","Female","1421","135"
"Chronic Liver Disease","Male","1234","199"
"Chronic Liver Disease","Total","2661","334"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32958","1349"
"Chronic Lung Disease","Male","20957","1397"
"Chronic Lung Disease","Total","54013","2746"
"Chronic Lung Disease","Unknown","98","0"
"Chronic Renal Disease","Female","5629","1109"
"Chronic Renal Disease","Male","5549","1373"
"Chronic Renal Disease","Total","11194","2482"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5439","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5444","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30099","1992"
"Diabetes Mellitus","Male","26000","2458"
"Diabetes Mellitus","Total","56189","4451"
"Diabetes Mellitus","Unknown","90","1"
"Hypertension/High blood pressure","Female","20712","953"
"Hypertension/High blood pressure","Male","16370","1012"
"Hypertension/High blood pressure","Total","37170","1965"
"Hypertension/High blood pressure","Unknown","88","0"
"ICU","Female","4923","1993"
"ICU","Male","6286","2679"
"ICU","Total","11221","4673"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10559","600"
"Immunocompromised Condition","Male","6152","686"
"Immunocompromised Condition","Total","16736","1286"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","198120","842"
"Missing/Unknown status on all conditions","Male","183054","1007"
"Missing/Unknown status on all conditions","Total","388189","1850"
"Missing/Unknown status on all conditions","Unknown","7015","1"
"None of the above conditions","Female","276764","7203"
"None of the above conditions","Male","225307","8105"
"None of the above conditions","Total","503496","15309"
"None of the above conditions","Unknown","1425","1"
"Obesity (BMI>40)","Female","7234","210"
"Obesity (BMI>40)","Male","3936","187"
"Obesity (BMI>40)","Total","11185","397"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","35020","2166"
"Other Chronic Diseases","Male","23066","2209"
"Other Chronic Diseases","Total","58205","4375"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","28763","737"
"Smoker","Male","35448","1395"
"Smoker","Total","64312","2132"
"Smoker","Unknown","101","0"
"Total with completed information","Female","286805","7889"
"Total with completed information","Male","234094","8876"
"Total with completed information","Total","522367","16767"
"Total with completed information","Unknown","1468","2"
