"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","100233","3661"
"Any Chronic Condition","Male","79595","4255"
"Any Chronic Condition","Total","180506","7921"
"Any Chronic Condition","Unknown","678","5"
"Any Disability","Female","6985","1005"
"Any Disability","Male","5167","913"
"Any Disability","Total","12203","1919"
"Any Disability","Unknown","51","1"
"Cardiovascular Disease","Female","23594","2132"
"Cardiovascular Disease","Male","21244","2562"
"Cardiovascular Disease","Total","44965","4696"
"Cardiovascular Disease","Unknown","127","2"
"Chronic Liver Disease","Female","1123","102"
"Chronic Liver Disease","Male","970","144"
"Chronic Liver Disease","Total","2102","246"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","26354","1043"
"Chronic Lung Disease","Male","16775","1069"
"Chronic Lung Disease","Total","43290","2114"
"Chronic Lung Disease","Unknown","161","2"
"Chronic Renal Disease","Female","4681","838"
"Chronic Renal Disease","Male","4564","1054"
"Chronic Renal Disease","Total","9276","1895"
"Chronic Renal Disease","Unknown","31","3"
"Currently Pregnant","Female","4233","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4243","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","24914","1513"
"Diabetes Mellitus","Male","21451","1895"
"Diabetes Mellitus","Total","46509","3410"
"Diabetes Mellitus","Unknown","144","2"
"Hypertension/High blood pressure","Female","9962","278"
"Hypertension/High blood pressure","Male","7779","344"
"Hypertension/High blood pressure","Total","17820","623"
"Hypertension/High blood pressure","Unknown","79","1"
"ICU","Female","3855","1537"
"ICU","Male","5024","2088"
"ICU","Total","8898","3627"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8992","444"
"Immunocompromised Condition","Male","5337","527"
"Immunocompromised Condition","Total","14366","971"
"Immunocompromised Condition","Unknown","37","0"
"Missing/Unknown status on all conditions","Female","196036","826"
"Missing/Unknown status on all conditions","Male","178249","1003"
"Missing/Unknown status on all conditions","Total","383923","1841"
"Missing/Unknown status on all conditions","Unknown","9638","12"
"None of the above conditions","Female","219411","5306"
"None of the above conditions","Male","176638","5974"
"None of the above conditions","Total","397950","11294"
"None of the above conditions","Unknown","1901","14"
"Obesity (BMI>40)","Female","3242","61"
"Obesity (BMI>40)","Male","1812","60"
"Obesity (BMI>40)","Total","5069","121"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","31124","1807"
"Other Chronic Diseases","Male","20662","1855"
"Other Chronic Diseases","Total","51996","3662"
"Other Chronic Diseases","Unknown","210","0"
"Smoker","Female","22533","515"
"Smoker","Male","27974","1015"
"Smoker","Total","50662","1530"
"Smoker","Unknown","155","0"
"Total with completed information","Female","229480","5947"
"Total with completed information","Male","185553","6726"
"Total with completed information","Total","417036","12689"
"Total with completed information","Unknown","2003","16"
