"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","182058","6567"
"Any Chronic Condition","Male","139971","7651"
"Any Chronic Condition","Total","322432","14221"
"Any Chronic Condition","Unknown","403","3"
"Any Disability","Female","13339","1682"
"Any Disability","Male","10895","1592"
"Any Disability","Total","24268","3274"
"Any Disability","Unknown","34","0"
"Cardiovascular Disease","Female","32364","3281"
"Cardiovascular Disease","Male","29621","4047"
"Cardiovascular Disease","Total","62035","7330"
"Cardiovascular Disease","Unknown","50","2"
"Chronic Liver Disease","Female","2092","185"
"Chronic Liver Disease","Male","1779","287"
"Chronic Liver Disease","Total","3873","472"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","49538","1904"
"Chronic Lung Disease","Male","31581","1935"
"Chronic Lung Disease","Total","81237","3839"
"Chronic Lung Disease","Unknown","118","0"
"Chronic Renal Disease","Female","7549","1450"
"Chronic Renal Disease","Male","7352","1847"
"Chronic Renal Disease","Total","14912","3299"
"Chronic Renal Disease","Unknown","11","2"
"Currently Pregnant","Female","11630","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11638","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","40265","2703"
"Diabetes Mellitus","Male","34013","3322"
"Diabetes Mellitus","Total","74361","6027"
"Diabetes Mellitus","Unknown","83","2"
"Hypertension/High blood pressure","Female","39326","1959"
"Hypertension/High blood pressure","Male","30691","2194"
"Hypertension/High blood pressure","Total","70114","4153"
"Hypertension/High blood pressure","Unknown","97","0"
"ICU","Female","6924","2900"
"ICU","Male","8760","3904"
"ICU","Total","15716","6806"
"ICU","Unknown","32","2"
"Immunocompromised Condition","Female","9103","543"
"Immunocompromised Condition","Male","5270","603"
"Immunocompromised Condition","Total","14383","1146"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","555808","1343"
"Missing/Unknown status on all conditions","Male","491320","1535"
"Missing/Unknown status on all conditions","Total","1060311","2880"
"Missing/Unknown status on all conditions","Unknown","13183","2"
"None of the above conditions","Female","468681","12143"
"None of the above conditions","Male","364009","14151"
"None of the above conditions","Total","834549","26301"
"None of the above conditions","Unknown","1859","7"
"Obesity (BMI>40)","Female","14405","482"
"Obesity (BMI>40)","Male","7679","456"
"Obesity (BMI>40)","Total","22108","938"
"Obesity (BMI>40)","Unknown","24","0"
"Other Chronic Diseases","Female","40739","2640"
"Other Chronic Diseases","Male","26456","2724"
"Other Chronic Diseases","Total","67261","5364"
"Other Chronic Diseases","Unknown","66","0"
"Smoker","Female","43180","1054"
"Smoker","Male","49911","1993"
"Smoker","Total","93177","3047"
"Smoker","Unknown","86","0"
"Total with completed information","Female","486346","12971"
"Total with completed information","Male","376266","15056"
"Total with completed information","Total","864517","28036"
"Total with completed information","Unknown","1905","9"
