"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","123473","4759"
"Any Chronic Condition","Male","98321","5468"
"Any Chronic Condition","Total","222255","10229"
"Any Chronic Condition","Unknown","461","2"
"Any Disability","Female","9121","1319"
"Any Disability","Male","6973","1182"
"Any Disability","Total","16123","2502"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26058","2617"
"Cardiovascular Disease","Male","23749","3137"
"Cardiovascular Disease","Total","49878","5755"
"Cardiovascular Disease","Unknown","71","1"
"Chronic Liver Disease","Female","1399","133"
"Chronic Liver Disease","Male","1214","194"
"Chronic Liver Disease","Total","2619","327"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32374","1335"
"Chronic Lung Disease","Male","20612","1381"
"Chronic Lung Disease","Total","53086","2716"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5539","1096"
"Chronic Renal Disease","Male","5468","1359"
"Chronic Renal Disease","Total","11025","2455"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5314","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5320","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29623","1961"
"Diabetes Mellitus","Male","25617","2438"
"Diabetes Mellitus","Total","55331","4400"
"Diabetes Mellitus","Unknown","91","1"
"Hypertension/High blood pressure","Female","19696","902"
"Hypertension/High blood pressure","Male","15568","975"
"Hypertension/High blood pressure","Total","35355","1877"
"Hypertension/High blood pressure","Unknown","91","0"
"ICU","Female","4809","1965"
"ICU","Male","6156","2648"
"ICU","Total","10978","4614"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","11053","623"
"Immunocompromised Condition","Male","6453","720"
"Immunocompromised Condition","Total","17534","1343"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","198462","839"
"Missing/Unknown status on all conditions","Male","183024","1007"
"Missing/Unknown status on all conditions","Total","388656","1848"
"Missing/Unknown status on all conditions","Unknown","7170","2"
"None of the above conditions","Female","272131","7127"
"None of the above conditions","Male","221348","8033"
"None of the above conditions","Total","494897","15162"
"None of the above conditions","Unknown","1418","2"
"Obesity (BMI>40)","Female","6896","197"
"Obesity (BMI>40)","Male","3757","179"
"Obesity (BMI>40)","Total","10667","376"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34798","2145"
"Other Chronic Diseases","Male","22947","2194"
"Other Chronic Diseases","Total","57865","4339"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","28207","729"
"Smoker","Male","34803","1384"
"Smoker","Total","63112","2113"
"Smoker","Unknown","102","0"
"Total with completed information","Female","282141","7816"
"Total with completed information","Male","230130","8802"
"Total with completed information","Total","513734","16621"
"Total with completed information","Unknown","1463","3"
