"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","126908","4855"
"Any Chronic Condition","Male","101007","5535"
"Any Chronic Condition","Total","228370","10392"
"Any Chronic Condition","Unknown","455","2"
"Any Disability","Female","9398","1342"
"Any Disability","Male","7221","1195"
"Any Disability","Total","16649","2538"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","26467","2656"
"Cardiovascular Disease","Male","24098","3178"
"Cardiovascular Disease","Total","50632","5834"
"Cardiovascular Disease","Unknown","67","0"
"Chronic Liver Disease","Female","1437","135"
"Chronic Liver Disease","Male","1252","199"
"Chronic Liver Disease","Total","2693","334"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","33317","1361"
"Chronic Lung Disease","Male","21210","1404"
"Chronic Lung Disease","Total","54626","2765"
"Chronic Lung Disease","Unknown","99","0"
"Chronic Renal Disease","Female","5670","1116"
"Chronic Renal Disease","Male","5585","1379"
"Chronic Renal Disease","Total","11271","2495"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5530","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5535","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30385","1998"
"Diabetes Mellitus","Male","26193","2466"
"Diabetes Mellitus","Total","56669","4465"
"Diabetes Mellitus","Unknown","91","1"
"Hypertension/High blood pressure","Female","21305","968"
"Hypertension/High blood pressure","Male","16805","1026"
"Hypertension/High blood pressure","Total","38196","1994"
"Hypertension/High blood pressure","Unknown","86","0"
"ICU","Female","4983","2008"
"ICU","Male","6336","2693"
"ICU","Total","11331","4702"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10359","595"
"Immunocompromised Condition","Male","6035","679"
"Immunocompromised Condition","Total","16419","1274"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","201796","846"
"Missing/Unknown status on all conditions","Male","186195","1014"
"Missing/Unknown status on all conditions","Total","395030","1861"
"Missing/Unknown status on all conditions","Unknown","7039","1"
"None of the above conditions","Female","280639","7227"
"None of the above conditions","Male","228163","8134"
"None of the above conditions","Total","510230","15362"
"None of the above conditions","Unknown","1428","1"
"Obesity (BMI>40)","Female","7414","216"
"Obesity (BMI>40)","Male","4031","188"
"Obesity (BMI>40)","Total","11459","404"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","35167","2177"
"Other Chronic Diseases","Male","23156","2216"
"Other Chronic Diseases","Total","58440","4393"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","29162","744"
"Smoker","Male","35928","1404"
"Smoker","Total","65190","2148"
"Smoker","Unknown","100","0"
"Total with completed information","Female","290776","7912"
"Total with completed information","Male","237017","8905"
"Total with completed information","Total","529262","16819"
"Total with completed information","Unknown","1469","2"
