"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","74752","2786"
"Any Chronic Condition","Male","59664","3122"
"Any Chronic Condition","Total","134890","5908"
"Any Chronic Condition","Unknown","474","0"
"Cardiovascular Disease","Female","20179","1722"
"Cardiovascular Disease","Male","17714","1959"
"Cardiovascular Disease","Total","37982","3681"
"Cardiovascular Disease","Unknown","89","0"
"Chronic Liver Disease","Female","814","71"
"Chronic Liver Disease","Male","750","114"
"Chronic Liver Disease","Total","1568","185"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","19831","790"
"Chronic Lung Disease","Male","12546","792"
"Chronic Lung Disease","Total","32501","1582"
"Chronic Lung Disease","Unknown","124","0"
"Chronic Renal Disease","Female","3704","657"
"Chronic Renal Disease","Male","3529","783"
"Chronic Renal Disease","Total","7255","1440"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","3306","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3313","5"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","19225","1138"
"Diabetes Mellitus","Male","16406","1388"
"Diabetes Mellitus","Total","35740","2526"
"Diabetes Mellitus","Unknown","109","0"
"ICU","Female","3226","1181"
"ICU","Male","4176","1596"
"ICU","Total","7417","2777"
"ICU","Unknown","15","0"
"Immunocompromised Condition","Female","6788","329"
"Immunocompromised Condition","Male","4128","382"
"Immunocompromised Condition","Total","10940","711"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","126806","679"
"Missing/Unknown status on all conditions","Male","117042","785"
"Missing/Unknown status on all conditions","Total","250804","1468"
"Missing/Unknown status on all conditions","Unknown","6956","4"
"Neurologic/Neurodevelopmental","Female","4872","800"
"Neurologic/Neurodevelopmental","Male","3383","681"
"Neurologic/Neurodevelopmental","Total","8285","1481"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","165723","3520"
"None of the above conditions","Male","133613","3772"
"None of the above conditions","Total","300785","7294"
"None of the above conditions","Unknown","1449","2"
"Other Chronic Diseases","Female","26555","1534"
"Other Chronic Diseases","Male","18031","1539"
"Other Chronic Diseases","Total","44753","3073"
"Other Chronic Diseases","Unknown","167","0"
"Smoker","Female","16993","374"
"Smoker","Male","21429","736"
"Smoker","Total","38526","1110"
"Smoker","Unknown","104","0"
"Total with completed information","Female","173722","4032"
"Total with completed information","Male","140643","4370"
"Total with completed information","Total","315872","8404"
"Total with completed information","Unknown","1507","2"
