"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","151990","5901"
"Any Chronic Condition","Male","120057","6761"
"Any Chronic Condition","Total","272401","12668"
"Any Chronic Condition","Unknown","354","6"
"Any Disability","Female","11238","1540"
"Any Disability","Male","8952","1393"
"Any Disability","Total","20215","2933"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","29137","3000"
"Cardiovascular Disease","Male","26677","3648"
"Cardiovascular Disease","Total","55859","6652"
"Cardiovascular Disease","Unknown","45","4"
"Chronic Liver Disease","Female","1724","160"
"Chronic Liver Disease","Male","1510","244"
"Chronic Liver Disease","Total","3236","404"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","40808","1669"
"Chronic Lung Disease","Male","26318","1697"
"Chronic Lung Disease","Total","67211","3368"
"Chronic Lung Disease","Unknown","85","2"
"Chronic Renal Disease","Female","6593","1300"
"Chronic Renal Disease","Male","6382","1620"
"Chronic Renal Disease","Total","12986","2923"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7613","21"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7616","21"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34991","2435"
"Diabetes Mellitus","Male","29900","2964"
"Diabetes Mellitus","Total","64958","5403"
"Diabetes Mellitus","Unknown","67","4"
"Hypertension/High blood pressure","Female","29900","1545"
"Hypertension/High blood pressure","Male","23398","1687"
"Hypertension/High blood pressure","Total","53386","3233"
"Hypertension/High blood pressure","Unknown","88","1"
"ICU","Female","6105","2563"
"ICU","Male","7690","3420"
"ICU","Total","13822","5988"
"ICU","Unknown","27","5"
"Immunocompromised Condition","Female","9483","567"
"Immunocompromised Condition","Male","5522","639"
"Immunocompromised Condition","Total","15016","1206"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","311969","1120"
"Missing/Unknown status on all conditions","Male","290639","1264"
"Missing/Unknown status on all conditions","Total","611023","2385"
"Missing/Unknown status on all conditions","Unknown","8415","1"
"None of the above conditions","Female","355283","9969"
"None of the above conditions","Male","284829","11486"
"None of the above conditions","Total","641492","21464"
"None of the above conditions","Unknown","1380","9"
"Obesity (BMI>40)","Female","10822","375"
"Obesity (BMI>40)","Male","5916","343"
"Obesity (BMI>40)","Total","16754","718"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","37649","2428"
"Other Chronic Diseases","Male","24664","2456"
"Other Chronic Diseases","Total","62387","4884"
"Other Chronic Diseases","Unknown","74","0"
"Smoker","Female","36164","926"
"Smoker","Male","42960","1715"
"Smoker","Total","79205","2642"
"Smoker","Unknown","81","1"
"Total with completed information","Female","368755","10763"
"Total with completed information","Male","295721","12350"
"Total with completed information","Total","665896","23126"
"Total with completed information","Unknown","1420","13"
