"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","104559","3907"
"Any Chronic Condition","Male","83129","4574"
"Any Chronic Condition","Total","188382","8488"
"Any Chronic Condition","Unknown","694","7"
"Any Disability","Female","7364","1076"
"Any Disability","Male","5485","994"
"Any Disability","Total","12898","2071"
"Any Disability","Unknown","49","1"
"Cardiovascular Disease","Female","24099","2231"
"Cardiovascular Disease","Male","21789","2718"
"Cardiovascular Disease","Total","46017","4951"
"Cardiovascular Disease","Unknown","129","2"
"Chronic Liver Disease","Female","1181","109"
"Chronic Liver Disease","Male","1032","155"
"Chronic Liver Disease","Total","2222","264"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","27502","1102"
"Chronic Lung Disease","Male","17526","1149"
"Chronic Lung Disease","Total","45193","2254"
"Chronic Lung Disease","Unknown","165","3"
"Chronic Renal Disease","Female","4857","890"
"Chronic Renal Disease","Male","4752","1122"
"Chronic Renal Disease","Total","9641","2015"
"Chronic Renal Disease","Unknown","32","3"
"Currently Pregnant","Female","4409","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4420","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25815","1609"
"Diabetes Mellitus","Male","22321","2033"
"Diabetes Mellitus","Total","48280","3645"
"Diabetes Mellitus","Unknown","144","3"
"Hypertension/High blood pressure","Female","11652","384"
"Hypertension/High blood pressure","Male","9166","500"
"Hypertension/High blood pressure","Total","20904","886"
"Hypertension/High blood pressure","Unknown","86","2"
"ICU","Female","4021","1632"
"ICU","Male","5221","2236"
"ICU","Total","9263","3873"
"ICU","Unknown","21","5"
"Immunocompromised Condition","Female","9363","485"
"Immunocompromised Condition","Male","5549","580"
"Immunocompromised Condition","Total","14947","1065"
"Immunocompromised Condition","Unknown","35","0"
"Missing/Unknown status on all conditions","Female","200723","841"
"Missing/Unknown status on all conditions","Male","182788","1013"
"Missing/Unknown status on all conditions","Total","393404","1865"
"Missing/Unknown status on all conditions","Unknown","9893","11"
"None of the above conditions","Female","228913","5744"
"None of the above conditions","Male","184684","6533"
"None of the above conditions","Total","415545","12297"
"None of the above conditions","Unknown","1948","20"
"Obesity (BMI>40)","Female","3835","82"
"Obesity (BMI>40)","Male","2126","94"
"Obesity (BMI>40)","Total","5977","176"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","31923","1892"
"Other Chronic Diseases","Male","21190","1973"
"Other Chronic Diseases","Total","53328","3865"
"Other Chronic Diseases","Unknown","215","0"
"Smoker","Female","23556","556"
"Smoker","Male","29242","1108"
"Smoker","Total","52955","1664"
"Smoker","Unknown","157","0"
"Total with completed information","Female","239166","6412"
"Total with completed information","Male","193713","7298"
"Total with completed information","Total","434932","13733"
"Total with completed information","Unknown","2053","23"
