"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","158708","6072"
"Any Chronic Condition","Male","124838","6970"
"Any Chronic Condition","Total","283804","13045"
"Any Chronic Condition","Unknown","258","3"
"Any Disability","Female","11722","1581"
"Any Disability","Male","9400","1429"
"Any Disability","Total","21141","3010"
"Any Disability","Unknown","19","0"
"Cardiovascular Disease","Female","29722","3063"
"Cardiovascular Disease","Male","27280","3739"
"Cardiovascular Disease","Total","57036","6804"
"Cardiovascular Disease","Unknown","34","2"
"Chronic Liver Disease","Female","1804","163"
"Chronic Liver Disease","Male","1574","257"
"Chronic Liver Disease","Total","3379","420"
"Chronic Liver Disease","Unknown","1","0"
"Chronic Lung Disease","Female","42827","1729"
"Chronic Lung Disease","Male","27551","1756"
"Chronic Lung Disease","Total","70444","3486"
"Chronic Lung Disease","Unknown","66","1"
"Chronic Renal Disease","Female","6778","1341"
"Chronic Renal Disease","Male","6576","1665"
"Chronic Renal Disease","Total","13360","3008"
"Chronic Renal Disease","Unknown","6","2"
"Currently Pregnant","Female","8402","22"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","8406","22"
"Currently Pregnant","Unknown","4","0"
"Diabetes Mellitus","Female","36115","2511"
"Diabetes Mellitus","Male","30822","3048"
"Diabetes Mellitus","Total","66994","5561"
"Diabetes Mellitus","Unknown","57","2"
"Hypertension/High blood pressure","Female","32062","1652"
"Hypertension/High blood pressure","Male","25126","1817"
"Hypertension/High blood pressure","Total","57247","3469"
"Hypertension/High blood pressure","Unknown","59","0"
"ICU","Female","6319","2674"
"ICU","Male","7972","3547"
"ICU","Total","14313","6224"
"ICU","Unknown","22","3"
"Immunocompromised Condition","Female","9307","550"
"Immunocompromised Condition","Male","5398","612"
"Immunocompromised Condition","Total","14712","1162"
"Immunocompromised Condition","Unknown","7","0"
"Missing/Unknown status on all conditions","Female","341893","1155"
"Missing/Unknown status on all conditions","Male","314224","1304"
"Missing/Unknown status on all conditions","Total","663761","2460"
"Missing/Unknown status on all conditions","Unknown","7644","1"
"None of the above conditions","Female","379324","10316"
"None of the above conditions","Male","301759","11874"
"None of the above conditions","Total","682199","22190"
"None of the above conditions","Unknown","1116","0"
"Obesity (BMI>40)","Female","11752","415"
"Obesity (BMI>40)","Male","6416","383"
"Obesity (BMI>40)","Total","18178","798"
"Obesity (BMI>40)","Unknown","10","0"
"Other Chronic Diseases","Female","38285","2483"
"Other Chronic Diseases","Male","25045","2518"
"Other Chronic Diseases","Total","63383","5001"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","37915","961"
"Smoker","Male","44748","1795"
"Smoker","Total","82714","2756"
"Smoker","Unknown","51","0"
"Total with completed information","Female","393243","11111"
"Total with completed information","Male","312678","12739"
"Total with completed information","Total","707064","23853"
"Total with completed information","Unknown","1143","3"
