"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","124055","4773"
"Any Chronic Condition","Male","98748","5481"
"Any Chronic Condition","Total","223266","10257"
"Any Chronic Condition","Unknown","463","3"
"Any Disability","Female","9177","1323"
"Any Disability","Male","7021","1182"
"Any Disability","Total","16227","2507"
"Any Disability","Unknown","29","2"
"Cardiovascular Disease","Female","26133","2625"
"Cardiovascular Disease","Male","23808","3145"
"Cardiovascular Disease","Total","50012","5771"
"Cardiovascular Disease","Unknown","71","1"
"Chronic Liver Disease","Female","1406","133"
"Chronic Liver Disease","Male","1219","196"
"Chronic Liver Disease","Total","2631","329"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32545","1339"
"Chronic Lung Disease","Male","20705","1385"
"Chronic Lung Disease","Total","53350","2724"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5568","1097"
"Chronic Renal Disease","Male","5493","1364"
"Chronic Renal Disease","Total","11079","2461"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5344","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5350","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29774","1968"
"Diabetes Mellitus","Male","25726","2445"
"Diabetes Mellitus","Total","55592","4414"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","19979","914"
"Hypertension/High blood pressure","Male","15791","982"
"Hypertension/High blood pressure","Total","35862","1896"
"Hypertension/High blood pressure","Unknown","92","0"
"ICU","Female","4849","1975"
"ICU","Male","6190","2655"
"ICU","Total","11052","4631"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10892","613"
"Immunocompromised Condition","Male","6330","704"
"Immunocompromised Condition","Total","17250","1317"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","197926","839"
"Missing/Unknown status on all conditions","Male","182655","1007"
"Missing/Unknown status on all conditions","Total","387708","1848"
"Missing/Unknown status on all conditions","Unknown","7127","2"
"None of the above conditions","Female","273578","7149"
"None of the above conditions","Male","222556","8062"
"None of the above conditions","Total","497566","15214"
"None of the above conditions","Unknown","1432","3"
"Obesity (BMI>40)","Female","6983","199"
"Obesity (BMI>40)","Male","3808","181"
"Obesity (BMI>40)","Total","10805","380"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34854","2146"
"Other Chronic Diseases","Male","22989","2201"
"Other Chronic Diseases","Total","57964","4347"
"Other Chronic Diseases","Unknown","121","0"
"Smoker","Female","28353","733"
"Smoker","Male","34982","1385"
"Smoker","Total","63438","2118"
"Smoker","Unknown","103","0"
"Total with completed information","Female","283578","7835"
"Total with completed information","Male","231309","8830"
"Total with completed information","Total","516365","16669"
"Total with completed information","Unknown","1478","4"
