"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","146430","5548"
"Any Chronic Condition","Male","115446","6389"
"Any Chronic Condition","Total","262239","11940"
"Any Chronic Condition","Unknown","363","3"
"Any Disability","Female","10742","1472"
"Any Disability","Male","8477","1341"
"Any Disability","Total","19241","2813"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28558","2873"
"Cardiovascular Disease","Male","26122","3500"
"Cardiovascular Disease","Total","54731","6374"
"Cardiovascular Disease","Unknown","51","1"
"Chronic Liver Disease","Female","1651","147"
"Chronic Liver Disease","Male","1435","222"
"Chronic Liver Disease","Total","3089","369"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","39184","1553"
"Chronic Lung Disease","Male","25193","1597"
"Chronic Lung Disease","Total","64460","3150"
"Chronic Lung Disease","Unknown","83","0"
"Chronic Renal Disease","Female","6397","1232"
"Chronic Renal Disease","Male","6203","1552"
"Chronic Renal Disease","Total","12609","2784"
"Chronic Renal Disease","Unknown","9","0"
"Currently Pregnant","Female","7247","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7250","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33938","2296"
"Diabetes Mellitus","Male","28973","2817"
"Diabetes Mellitus","Total","62978","5115"
"Diabetes Mellitus","Unknown","67","2"
"Hypertension/High blood pressure","Female","27755","1326"
"Hypertension/High blood pressure","Male","21713","1472"
"Hypertension/High blood pressure","Total","49561","2799"
"Hypertension/High blood pressure","Unknown","93","1"
"ICU","Female","5782","2391"
"ICU","Male","7351","3207"
"ICU","Total","13155","5600"
"ICU","Unknown","22","2"
"Immunocompromised Condition","Female","9721","577"
"Immunocompromised Condition","Male","5682","664"
"Immunocompromised Condition","Total","15415","1241"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","312652","1106"
"Missing/Unknown status on all conditions","Male","290105","1272"
"Missing/Unknown status on all conditions","Total","611863","2380"
"Missing/Unknown status on all conditions","Unknown","9106","2"
"None of the above conditions","Female","339911","9165"
"None of the above conditions","Male","271585","10520"
"None of the above conditions","Total","612833","19690"
"None of the above conditions","Unknown","1337","5"
"Obesity (BMI>40)","Female","9929","305"
"Obesity (BMI>40)","Male","5390","282"
"Obesity (BMI>40)","Total","15339","587"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","37098","2310"
"Other Chronic Diseases","Male","24278","2358"
"Other Chronic Diseases","Total","61449","4668"
"Other Chronic Diseases","Unknown","73","0"
"Smoker","Female","34578","863"
"Smoker","Male","41167","1591"
"Smoker","Total","75830","2454"
"Smoker","Unknown","85","0"
"Total with completed information","Female","353346","9921"
"Total with completed information","Male","282606","11372"
"Total with completed information","Total","637342","21300"
"Total with completed information","Unknown","1390","7"
