"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","171544","6216"
"Any Chronic Condition","Male","132205","7158"
"Any Chronic Condition","Total","304089","13380"
"Any Chronic Condition","Unknown","340","6"
"Any Disability","Female","12400","1619"
"Any Disability","Male","10023","1488"
"Any Disability","Total","22446","3108"
"Any Disability","Unknown","23","1"
"Cardiovascular Disease","Female","31105","3138"
"Cardiovascular Disease","Male","28373","3819"
"Cardiovascular Disease","Total","59525","6962"
"Cardiovascular Disease","Unknown","47","5"
"Chronic Liver Disease","Female","1936","169"
"Chronic Liver Disease","Male","1664","261"
"Chronic Liver Disease","Total","3602","430"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","46325","1781"
"Chronic Lung Disease","Male","29560","1807"
"Chronic Lung Disease","Total","75977","3590"
"Chronic Lung Disease","Unknown","92","2"
"Chronic Renal Disease","Female","7140","1374"
"Chronic Renal Disease","Male","6924","1708"
"Chronic Renal Disease","Total","14074","3084"
"Chronic Renal Disease","Unknown","10","2"
"Currently Pregnant","Female","10669","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","10676","23"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","38289","2574"
"Diabetes Mellitus","Male","32312","3122"
"Diabetes Mellitus","Total","70670","5698"
"Diabetes Mellitus","Unknown","69","2"
"Hypertension/High blood pressure","Female","35457","1744"
"Hypertension/High blood pressure","Male","27489","1913"
"Hypertension/High blood pressure","Total","63027","3659"
"Hypertension/High blood pressure","Unknown","81","2"
"ICU","Female","6564","2747"
"ICU","Male","8264","3642"
"ICU","Total","14858","6392"
"ICU","Unknown","30","3"
"Immunocompromised Condition","Female","9405","549"
"Immunocompromised Condition","Male","5412","609"
"Immunocompromised Condition","Total","14829","1158"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","527204","1201"
"Missing/Unknown status on all conditions","Male","464051","1359"
"Missing/Unknown status on all conditions","Total","1003500","2562"
"Missing/Unknown status on all conditions","Unknown","12245","2"
"None of the above conditions","Female","435764","10746"
"None of the above conditions","Male","338616","12379"
"None of the above conditions","Total","775941","23128"
"None of the above conditions","Unknown","1561","3"
"Obesity (BMI>40)","Female","13050","437"
"Obesity (BMI>40)","Male","6973","401"
"Obesity (BMI>40)","Total","20040","838"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","39605","2533"
"Other Chronic Diseases","Male","25712","2573"
"Other Chronic Diseases","Total","65373","5106"
"Other Chronic Diseases","Unknown","56","0"
"Smoker","Female","40728","992"
"Smoker","Male","47398","1855"
"Smoker","Total","88198","2847"
"Smoker","Unknown","72","0"
"Total with completed information","Female","452745","11550"
"Total with completed information","Male","350611","13256"
"Total with completed information","Total","804962","24813"
"Total with completed information","Unknown","1606","7"
