"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","134624","4987"
"Any Chronic Condition","Male","106689","5708"
"Any Chronic Condition","Total","241775","10696"
"Any Chronic Condition","Unknown","462","1"
"Any Disability","Female","9903","1376"
"Any Disability","Male","7647","1233"
"Any Disability","Total","17574","2609"
"Any Disability","Unknown","24","0"
"Cardiovascular Disease","Female","27293","2694"
"Cardiovascular Disease","Male","24891","3254"
"Cardiovascular Disease","Total","52250","5948"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","1524","136"
"Chronic Liver Disease","Male","1317","206"
"Chronic Liver Disease","Total","2847","342"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","35637","1390"
"Chronic Lung Disease","Male","22801","1451"
"Chronic Lung Disease","Total","58539","2841"
"Chronic Lung Disease","Unknown","101","0"
"Chronic Renal Disease","Female","5944","1137"
"Chronic Renal Disease","Male","5821","1423"
"Chronic Renal Disease","Total","11779","2560"
"Chronic Renal Disease","Unknown","14","0"
"Currently Pregnant","Female","6200","8"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6205","8"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31758","2061"
"Diabetes Mellitus","Male","27301","2530"
"Diabetes Mellitus","Total","59154","4592"
"Diabetes Mellitus","Unknown","95","1"
"Hypertension/High blood pressure","Female","23822","1042"
"Hypertension/High blood pressure","Male","18762","1108"
"Hypertension/High blood pressure","Total","42688","2150"
"Hypertension/High blood pressure","Unknown","104","0"
"ICU","Female","5230","2070"
"ICU","Male","6668","2773"
"ICU","Total","11913","4844"
"ICU","Unknown","15","1"
"Immunocompromised Condition","Female","10020","585"
"Immunocompromised Condition","Male","5847","671"
"Immunocompromised Condition","Total","15885","1256"
"Immunocompromised Condition","Unknown","18","0"
"Missing/Unknown status on all conditions","Female","250119","905"
"Missing/Unknown status on all conditions","Male","230231","1072"
"Missing/Unknown status on all conditions","Total","488185","1978"
"Missing/Unknown status on all conditions","Unknown","7835","1"
"None of the above conditions","Female","302060","7505"
"None of the above conditions","Male","243434","8481"
"None of the above conditions","Total","546921","15986"
"None of the above conditions","Unknown","1427","0"
"Obesity (BMI>40)","Female","8346","230"
"Obesity (BMI>40)","Male","4556","203"
"Obesity (BMI>40)","Total","12922","433"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","35943","2207"
"Other Chronic Diseases","Male","23593","2254"
"Other Chronic Diseases","Total","59650","4461"
"Other Chronic Diseases","Unknown","114","0"
"Smoker","Female","31292","764"
"Smoker","Male","37966","1451"
"Smoker","Total","69356","2215"
"Smoker","Unknown","98","0"
"Total with completed information","Female","313747","8204"
"Total with completed information","Male","253367","9268"
"Total with completed information","Total","568603","17473"
"Total with completed information","Unknown","1489","1"
