"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","131666","4921"
"Any Chronic Condition","Male","104606","5624"
"Any Chronic Condition","Total","236753","10547"
"Any Chronic Condition","Unknown","481","2"
"Any Disability","Female","9703","1358"
"Any Disability","Male","7468","1215"
"Any Disability","Total","17200","2574"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26975","2678"
"Cardiovascular Disease","Male","24602","3222"
"Cardiovascular Disease","Total","51649","5900"
"Cardiovascular Disease","Unknown","72","0"
"Chronic Liver Disease","Female","1494","135"
"Chronic Liver Disease","Male","1293","204"
"Chronic Liver Disease","Total","2793","339"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","34717","1378"
"Chronic Lung Disease","Male","22160","1429"
"Chronic Lung Disease","Total","56981","2807"
"Chronic Lung Disease","Unknown","104","0"
"Chronic Renal Disease","Female","5844","1125"
"Chronic Renal Disease","Male","5728","1401"
"Chronic Renal Disease","Total","11588","2526"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5905","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5910","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31252","2029"
"Diabetes Mellitus","Male","26903","2499"
"Diabetes Mellitus","Total","58251","4529"
"Diabetes Mellitus","Unknown","96","1"
"Hypertension/High blood pressure","Female","22907","1005"
"Hypertension/High blood pressure","Male","18065","1065"
"Hypertension/High blood pressure","Total","41074","2070"
"Hypertension/High blood pressure","Unknown","102","0"
"ICU","Female","5118","2046"
"ICU","Male","6533","2735"
"ICU","Total","11663","4782"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10091","588"
"Immunocompromised Condition","Male","5893","673"
"Immunocompromised Condition","Total","16008","1261"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","227313","871"
"Missing/Unknown status on all conditions","Male","209156","1041"
"Missing/Unknown status on all conditions","Total","444033","1916"
"Missing/Unknown status on all conditions","Unknown","7564","4"
"None of the above conditions","Female","293275","7345"
"None of the above conditions","Male","237410","8286"
"None of the above conditions","Total","532165","15633"
"None of the above conditions","Unknown","1480","2"
"Obesity (BMI>40)","Female","8030","225"
"Obesity (BMI>40)","Male","4370","194"
"Obesity (BMI>40)","Total","12420","419"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","35659","2198"
"Other Chronic Diseases","Male","23437","2241"
"Other Chronic Diseases","Total","59215","4439"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","30504","753"
"Smoker","Male","37328","1435"
"Smoker","Total","67934","2188"
"Smoker","Unknown","102","0"
"Total with completed information","Female","304251","8035"
"Total with completed information","Male","246836","9066"
"Total with completed information","Total","552620","17104"
"Total with completed information","Unknown","1533","3"
