"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","120350","4582"
"Any Chronic Condition","Male","95740","5281"
"Any Chronic Condition","Total","216545","9865"
"Any Chronic Condition","Unknown","455","2"
"Any Disability","Female","8759","1267"
"Any Disability","Male","6691","1148"
"Any Disability","Total","15479","2416"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","25730","2550"
"Cardiovascular Disease","Male","23437","3045"
"Cardiovascular Disease","Total","49236","5596"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1357","129"
"Chronic Liver Disease","Male","1175","182"
"Chronic Liver Disease","Total","2538","311"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31611","1288"
"Chronic Lung Disease","Male","20070","1333"
"Chronic Lung Disease","Total","51784","2621"
"Chronic Lung Disease","Unknown","103","0"
"Chronic Renal Disease","Female","5418","1042"
"Chronic Renal Disease","Male","5330","1302"
"Chronic Renal Disease","Total","10766","2344"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5148","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5154","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","28960","1874"
"Diabetes Mellitus","Male","25071","2356"
"Diabetes Mellitus","Total","54119","4231"
"Diabetes Mellitus","Unknown","88","1"
"Hypertension/High blood pressure","Female","18130","744"
"Hypertension/High blood pressure","Male","14262","831"
"Hypertension/High blood pressure","Total","32479","1575"
"Hypertension/High blood pressure","Unknown","87","0"
"ICU","Female","4625","1876"
"ICU","Male","5904","2526"
"ICU","Total","10543","4403"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10777","591"
"Immunocompromised Condition","Male","6308","685"
"Immunocompromised Condition","Total","17114","1276"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","202000","848"
"Missing/Unknown status on all conditions","Male","185870","1028"
"Missing/Unknown status on all conditions","Total","395736","1878"
"Missing/Unknown status on all conditions","Unknown","7866","2"
"None of the above conditions","Female","264821","6914"
"None of the above conditions","Male","214839","7807"
"None of the above conditions","Total","481083","14723"
"None of the above conditions","Unknown","1423","2"
"Obesity (BMI>40)","Female","6341","165"
"Obesity (BMI>40)","Male","3439","153"
"Obesity (BMI>40)","Total","9795","318"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34311","2097"
"Other Chronic Diseases","Male","22615","2142"
"Other Chronic Diseases","Total","57042","4239"
"Other Chronic Diseases","Unknown","116","0"
"Smoker","Female","27418","679"
"Smoker","Male","33853","1310"
"Smoker","Total","61373","1989"
"Smoker","Unknown","102","0"
"Total with completed information","Female","275047","7605"
"Total with completed information","Male","223830","8582"
"Total with completed information","Total","500345","16190"
"Total with completed information","Unknown","1468","3"
