"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","124900","4810"
"Any Chronic Condition","Male","99380","5505"
"Any Chronic Condition","Total","224736","10317"
"Any Chronic Condition","Unknown","456","2"
"Any Disability","Female","9251","1334"
"Any Disability","Male","7085","1186"
"Any Disability","Total","16365","2521"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26262","2640"
"Cardiovascular Disease","Male","23895","3161"
"Cardiovascular Disease","Total","50226","5801"
"Cardiovascular Disease","Unknown","69","0"
"Chronic Liver Disease","Female","1416","135"
"Chronic Liver Disease","Male","1229","198"
"Chronic Liver Disease","Total","2651","333"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32789","1344"
"Chronic Lung Disease","Male","20842","1389"
"Chronic Lung Disease","Total","53728","2733"
"Chronic Lung Disease","Unknown","97","0"
"Chronic Renal Disease","Female","5606","1106"
"Chronic Renal Disease","Male","5523","1369"
"Chronic Renal Disease","Total","11145","2475"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5406","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5411","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","29978","1980"
"Diabetes Mellitus","Male","25887","2455"
"Diabetes Mellitus","Total","55954","4436"
"Diabetes Mellitus","Unknown","89","1"
"Hypertension/High blood pressure","Female","20426","943"
"Hypertension/High blood pressure","Male","16122","1004"
"Hypertension/High blood pressure","Total","36636","1947"
"Hypertension/High blood pressure","Unknown","88","0"
"ICU","Female","4890","1987"
"ICU","Male","6248","2672"
"ICU","Total","11150","4660"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10665","604"
"Immunocompromised Condition","Male","6223","693"
"Immunocompromised Condition","Total","16914","1297"
"Immunocompromised Condition","Unknown","26","0"
"Missing/Unknown status on all conditions","Female","198064","842"
"Missing/Unknown status on all conditions","Male","182885","1010"
"Missing/Unknown status on all conditions","Total","387976","1853"
"Missing/Unknown status on all conditions","Unknown","7027","1"
"None of the above conditions","Female","275355","7182"
"None of the above conditions","Male","224081","8084"
"None of the above conditions","Total","500859","15267"
"None of the above conditions","Unknown","1423","1"
"Obesity (BMI>40)","Female","7130","206"
"Obesity (BMI>40)","Male","3889","185"
"Obesity (BMI>40)","Total","11034","391"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34955","2161"
"Other Chronic Diseases","Male","23027","2206"
"Other Chronic Diseases","Total","58102","4367"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","28590","737"
"Smoker","Male","35233","1389"
"Smoker","Total","63925","2126"
"Smoker","Unknown","102","0"
"Total with completed information","Female","285378","7867"
"Total with completed information","Male","232838","8853"
"Total with completed information","Total","519682","16722"
"Total with completed information","Unknown","1466","2"
