"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","143291","5379"
"Any Chronic Condition","Male","113099","6179"
"Any Chronic Condition","Total","256752","11560"
"Any Chronic Condition","Unknown","362","2"
"Any Disability","Female","10526","1453"
"Any Disability","Male","8228","1323"
"Any Disability","Total","18776","2776"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28263","2815"
"Cardiovascular Disease","Male","25827","3423"
"Cardiovascular Disease","Total","54141","6239"
"Cardiovascular Disease","Unknown","51","1"
"Chronic Liver Disease","Female","1620","143"
"Chronic Liver Disease","Male","1403","219"
"Chronic Liver Disease","Total","3026","362"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","38219","1505"
"Chronic Lung Disease","Male","24591","1549"
"Chronic Lung Disease","Total","62888","3054"
"Chronic Lung Disease","Unknown","78","0"
"Chronic Renal Disease","Female","6304","1198"
"Chronic Renal Disease","Male","6116","1512"
"Chronic Renal Disease","Total","12430","2710"
"Chronic Renal Disease","Unknown","10","0"
"Currently Pregnant","Female","6985","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6988","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33354","2216"
"Diabetes Mellitus","Male","28542","2731"
"Diabetes Mellitus","Total","61967","4949"
"Diabetes Mellitus","Unknown","71","2"
"Hypertension/High blood pressure","Female","26642","1229"
"Hypertension/High blood pressure","Male","20890","1349"
"Hypertension/High blood pressure","Total","47625","2578"
"Hypertension/High blood pressure","Unknown","93","0"
"ICU","Female","5633","2285"
"ICU","Male","7174","3040"
"ICU","Total","12828","5327"
"ICU","Unknown","21","2"
"Immunocompromised Condition","Female","9890","579"
"Immunocompromised Condition","Male","5770","666"
"Immunocompromised Condition","Total","15675","1245"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","307747","1070"
"Missing/Unknown status on all conditions","Male","283542","1232"
"Missing/Unknown status on all conditions","Total","599976","2303"
"Missing/Unknown status on all conditions","Unknown","8687","1"
"None of the above conditions","Female","329403","8613"
"None of the above conditions","Male","264285","9850"
"None of the above conditions","Total","594952","18467"
"None of the above conditions","Unknown","1264","4"
"Obesity (BMI>40)","Female","9474","284"
"Obesity (BMI>40)","Male","5170","260"
"Obesity (BMI>40)","Total","14661","544"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","36831","2273"
"Other Chronic Diseases","Male","24113","2324"
"Other Chronic Diseases","Total","61020","4597"
"Other Chronic Diseases","Unknown","76","0"
"Smoker","Female","33644","830"
"Smoker","Male","40236","1546"
"Smoker","Total","73966","2376"
"Smoker","Unknown","86","0"
"Total with completed information","Female","342750","9358"
"Total with completed information","Male","275273","10688"
"Total with completed information","Total","619342","20051"
"Total with completed information","Unknown","1319","5"
