"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","112088","4252"
"Any Chronic Condition","Male","89232","4936"
"Any Chronic Condition","Total","201872","9193"
"Any Chronic Condition","Unknown","552","5"
"Any Disability","Female","8031","1170"
"Any Disability","Male","6060","1072"
"Any Disability","Total","14128","2246"
"Any Disability","Unknown","37","4"
"Cardiovascular Disease","Female","24907","2399"
"Cardiovascular Disease","Male","22616","2888"
"Cardiovascular Disease","Total","47609","5289"
"Cardiovascular Disease","Unknown","86","2"
"Chronic Liver Disease","Female","1262","118"
"Chronic Liver Disease","Male","1107","172"
"Chronic Liver Disease","Total","2377","290"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","29480","1190"
"Chronic Lung Disease","Male","18758","1244"
"Chronic Lung Disease","Total","48364","2434"
"Chronic Lung Disease","Unknown","126","0"
"Chronic Renal Disease","Female","5128","974"
"Chronic Renal Disease","Male","5047","1215"
"Chronic Renal Disease","Total","10198","2190"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4730","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4740","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27342","1747"
"Diabetes Mellitus","Male","23689","2185"
"Diabetes Mellitus","Total","51145","3933"
"Diabetes Mellitus","Unknown","114","1"
"Hypertension/High blood pressure","Female","14661","561"
"Hypertension/High blood pressure","Male","11571","647"
"Hypertension/High blood pressure","Total","26324","1209"
"Hypertension/High blood pressure","Unknown","92","1"
"ICU","Female","4277","1741"
"ICU","Male","5512","2369"
"ICU","Total","9806","4113"
"ICU","Unknown","17","3"
"Immunocompromised Condition","Female","10060","538"
"Immunocompromised Condition","Male","5937","631"
"Immunocompromised Condition","Total","16029","1170"
"Immunocompromised Condition","Unknown","32","1"
"Missing/Unknown status on all conditions","Female","202766","847"
"Missing/Unknown status on all conditions","Male","185676","1029"
"Missing/Unknown status on all conditions","Total","397512","1883"
"Missing/Unknown status on all conditions","Unknown","9070","7"
"None of the above conditions","Female","245990","6396"
"None of the above conditions","Male","199136","7281"
"None of the above conditions","Total","446781","13685"
"None of the above conditions","Unknown","1655","8"
"Obesity (BMI>40)","Female","5026","120"
"Obesity (BMI>40)","Male","2766","117"
"Obesity (BMI>40)","Total","7810","237"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","33097","1981"
"Other Chronic Diseases","Male","21921","2061"
"Other Chronic Diseases","Total","55171","4044"
"Other Chronic Diseases","Unknown","153","2"
"Smoker","Female","25399","604"
"Smoker","Male","31397","1197"
"Smoker","Total","56911","1801"
"Smoker","Unknown","115","0"
"Total with completed information","Female","256313","7087"
"Total with completed information","Male","208263","8053"
"Total with completed information","Total","466302","15150"
"Total with completed information","Unknown","1726","10"
