"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","151779","5891"
"Any Chronic Condition","Male","119890","6751"
"Any Chronic Condition","Total","272022","12648"
"Any Chronic Condition","Unknown","353","6"
"Any Disability","Female","11216","1536"
"Any Disability","Male","8935","1389"
"Any Disability","Total","20176","2925"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","29110","2993"
"Cardiovascular Disease","Male","26656","3645"
"Cardiovascular Disease","Total","55811","6642"
"Cardiovascular Disease","Unknown","45","4"
"Chronic Liver Disease","Female","1718","158"
"Chronic Liver Disease","Male","1506","244"
"Chronic Liver Disease","Total","3226","402"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","40758","1667"
"Chronic Lung Disease","Male","26279","1692"
"Chronic Lung Disease","Total","67122","3361"
"Chronic Lung Disease","Unknown","85","2"
"Chronic Renal Disease","Female","6587","1299"
"Chronic Renal Disease","Male","6377","1618"
"Chronic Renal Disease","Total","12975","2920"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7598","21"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7601","21"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34957","2432"
"Diabetes Mellitus","Male","29865","2958"
"Diabetes Mellitus","Total","64888","5394"
"Diabetes Mellitus","Unknown","66","4"
"Hypertension/High blood pressure","Female","29810","1538"
"Hypertension/High blood pressure","Male","23325","1677"
"Hypertension/High blood pressure","Total","53223","3216"
"Hypertension/High blood pressure","Unknown","88","1"
"ICU","Female","6093","2559"
"ICU","Male","7679","3412"
"ICU","Total","13799","5976"
"ICU","Unknown","27","5"
"Immunocompromised Condition","Female","9493","570"
"Immunocompromised Condition","Male","5531","646"
"Immunocompromised Condition","Total","15035","1216"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","312040","1118"
"Missing/Unknown status on all conditions","Male","290709","1264"
"Missing/Unknown status on all conditions","Total","611166","2383"
"Missing/Unknown status on all conditions","Unknown","8417","1"
"None of the above conditions","Female","354764","9956"
"None of the above conditions","Male","284310","11458"
"None of the above conditions","Total","640448","21423"
"None of the above conditions","Unknown","1374","9"
"Obesity (BMI>40)","Female","10784","374"
"Obesity (BMI>40)","Male","5885","338"
"Obesity (BMI>40)","Total","16685","712"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","37616","2421"
"Other Chronic Diseases","Male","24648","2450"
"Other Chronic Diseases","Total","62338","4871"
"Other Chronic Diseases","Unknown","74","0"
"Smoker","Female","36106","922"
"Smoker","Male","42904","1710"
"Smoker","Total","79092","2633"
"Smoker","Unknown","82","1"
"Total with completed information","Female","368227","10749"
"Total with completed information","Male","295212","12324"
"Total with completed information","Total","664854","23086"
"Total with completed information","Unknown","1415","13"
