"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","114433","4354"
"Any Chronic Condition","Male","91015","5024"
"Any Chronic Condition","Total","206001","9385"
"Any Chronic Condition","Unknown","553","7"
"Any Disability","Female","8243","1208"
"Any Disability","Male","6237","1099"
"Any Disability","Total","14519","2312"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25158","2442"
"Cardiovascular Disease","Male","22849","2935"
"Cardiovascular Disease","Total","48091","5380"
"Cardiovascular Disease","Unknown","84","3"
"Chronic Liver Disease","Female","1294","121"
"Chronic Liver Disease","Male","1129","175"
"Chronic Liver Disease","Total","2431","297"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30092","1224"
"Chronic Lung Disease","Male","19147","1271"
"Chronic Lung Disease","Total","49368","2496"
"Chronic Lung Disease","Unknown","129","1"
"Chronic Renal Disease","Female","5207","991"
"Chronic Renal Disease","Male","5121","1240"
"Chronic Renal Disease","Total","10351","2232"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4837","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4847","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27795","1783"
"Diabetes Mellitus","Male","24045","2225"
"Diabetes Mellitus","Total","51955","4011"
"Diabetes Mellitus","Unknown","115","3"
"Hypertension/High blood pressure","Female","15651","607"
"Hypertension/High blood pressure","Male","12277","694"
"Hypertension/High blood pressure","Total","28026","1304"
"Hypertension/High blood pressure","Unknown","98","3"
"ICU","Female","4362","1780"
"ICU","Male","5615","2412"
"ICU","Total","9995","4196"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10258","552"
"Immunocompromised Condition","Male","6033","642"
"Immunocompromised Condition","Total","16323","1196"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203375","845"
"Missing/Unknown status on all conditions","Male","186338","1030"
"Missing/Unknown status on all conditions","Total","398813","1884"
"Missing/Unknown status on all conditions","Unknown","9100","9"
"None of the above conditions","Female","251235","6569"
"None of the above conditions","Male","203551","7449"
"None of the above conditions","Total","456446","14028"
"None of the above conditions","Unknown","1660","10"
"Obesity (BMI>40)","Female","5423","131"
"Obesity (BMI>40)","Male","2942","124"
"Obesity (BMI>40)","Total","8383","255"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","33402","2020"
"Other Chronic Diseases","Male","22053","2071"
"Other Chronic Diseases","Total","55608","4094"
"Other Chronic Diseases","Unknown","153","3"
"Smoker","Female","25985","626"
"Smoker","Male","32121","1231"
"Smoker","Total","58222","1857"
"Smoker","Unknown","116","0"
"Total with completed information","Female","261570","7265"
"Total with completed information","Male","212646","8221"
"Total with completed information","Total","475941","15498"
"Total with completed information","Unknown","1725","12"
