"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","123933","4770"
"Any Chronic Condition","Male","98656","5478"
"Any Chronic Condition","Total","223052","10251"
"Any Chronic Condition","Unknown","463","3"
"Any Disability","Female","9168","1321"
"Any Disability","Male","7015","1183"
"Any Disability","Total","16212","2506"
"Any Disability","Unknown","29","2"
"Cardiovascular Disease","Female","26119","2623"
"Cardiovascular Disease","Male","23792","3143"
"Cardiovascular Disease","Total","49982","5767"
"Cardiovascular Disease","Unknown","71","1"
"Chronic Liver Disease","Female","1405","133"
"Chronic Liver Disease","Male","1217","195"
"Chronic Liver Disease","Total","2628","328"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32518","1339"
"Chronic Lung Disease","Male","20687","1384"
"Chronic Lung Disease","Total","53305","2723"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5563","1096"
"Chronic Renal Disease","Male","5486","1364"
"Chronic Renal Disease","Total","11067","2460"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5337","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5343","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29744","1967"
"Diabetes Mellitus","Male","25706","2443"
"Diabetes Mellitus","Total","55542","4411"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","19915","911"
"Hypertension/High blood pressure","Male","15747","981"
"Hypertension/High blood pressure","Total","35754","1892"
"Hypertension/High blood pressure","Unknown","92","0"
"ICU","Female","4838","1973"
"ICU","Male","6183","2652"
"ICU","Total","11034","4626"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10927","616"
"Immunocompromised Condition","Male","6357","709"
"Immunocompromised Condition","Total","17312","1325"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","198081","837"
"Missing/Unknown status on all conditions","Male","182732","1007"
"Missing/Unknown status on all conditions","Total","387946","1846"
"Missing/Unknown status on all conditions","Unknown","7133","2"
"None of the above conditions","Female","273261","7146"
"None of the above conditions","Male","222287","8053"
"None of the above conditions","Total","496976","15202"
"None of the above conditions","Unknown","1428","3"
"Obesity (BMI>40)","Female","6962","199"
"Obesity (BMI>40)","Male","3796","180"
"Obesity (BMI>40)","Total","10772","379"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34842","2145"
"Other Chronic Diseases","Male","22980","2200"
"Other Chronic Diseases","Total","57943","4345"
"Other Chronic Diseases","Unknown","121","0"
"Smoker","Female","28317","732"
"Smoker","Male","34947","1386"
"Smoker","Total","63367","2118"
"Smoker","Unknown","103","0"
"Total with completed information","Female","283265","7832"
"Total with completed information","Male","231048","8821"
"Total with completed information","Total","515786","16657"
"Total with completed information","Unknown","1473","4"
