"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","152184","5911"
"Any Chronic Condition","Male","120219","6773"
"Any Chronic Condition","Total","272757","12690"
"Any Chronic Condition","Unknown","354","6"
"Any Disability","Female","11258","1541"
"Any Disability","Male","8967","1393"
"Any Disability","Total","20250","2934"
"Any Disability","Unknown","25","0"
"Cardiovascular Disease","Female","29154","3002"
"Cardiovascular Disease","Male","26687","3653"
"Cardiovascular Disease","Total","55887","6659"
"Cardiovascular Disease","Unknown","46","4"
"Chronic Liver Disease","Female","1725","161"
"Chronic Liver Disease","Male","1512","244"
"Chronic Liver Disease","Total","3239","405"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","40873","1672"
"Chronic Lung Disease","Male","26368","1701"
"Chronic Lung Disease","Total","67327","3375"
"Chronic Lung Disease","Unknown","86","2"
"Chronic Renal Disease","Female","6601","1304"
"Chronic Renal Disease","Male","6390","1622"
"Chronic Renal Disease","Total","13002","2929"
"Chronic Renal Disease","Unknown","11","3"
"Currently Pregnant","Female","7635","21"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7638","21"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","35023","2443"
"Diabetes Mellitus","Male","29930","2967"
"Diabetes Mellitus","Total","65020","5414"
"Diabetes Mellitus","Unknown","67","4"
"Hypertension/High blood pressure","Female","29982","1554"
"Hypertension/High blood pressure","Male","23459","1696"
"Hypertension/High blood pressure","Total","53528","3251"
"Hypertension/High blood pressure","Unknown","87","1"
"ICU","Female","6119","2572"
"ICU","Male","7707","3428"
"ICU","Total","13853","6005"
"ICU","Unknown","27","5"
"Immunocompromised Condition","Female","9472","564"
"Immunocompromised Condition","Male","5517","637"
"Immunocompromised Condition","Total","15000","1201"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","311957","1120"
"Missing/Unknown status on all conditions","Male","290647","1265"
"Missing/Unknown status on all conditions","Total","611028","2386"
"Missing/Unknown status on all conditions","Unknown","8424","1"
"None of the above conditions","Female","355837","9987"
"None of the above conditions","Male","285305","11503"
"None of the above conditions","Total","642527","21499"
"None of the above conditions","Unknown","1385","9"
"Obesity (BMI>40)","Female","10861","378"
"Obesity (BMI>40)","Male","5939","345"
"Obesity (BMI>40)","Total","16816","723"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","37683","2432"
"Other Chronic Diseases","Male","24679","2459"
"Other Chronic Diseases","Total","62436","4891"
"Other Chronic Diseases","Unknown","74","0"
"Smoker","Female","36225","927"
"Smoker","Male","43028","1723"
"Smoker","Total","79334","2651"
"Smoker","Unknown","81","1"
"Total with completed information","Female","369299","10781"
"Total with completed information","Male","296187","12366"
"Total with completed information","Total","666911","23160"
"Total with completed information","Unknown","1425","13"
