"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","115271","4391"
"Any Chronic Condition","Male","91672","5065"
"Any Chronic Condition","Total","207497","9464"
"Any Chronic Condition","Unknown","554","8"
"Any Disability","Female","8307","1216"
"Any Disability","Male","6295","1103"
"Any Disability","Total","14641","2324"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25248","2460"
"Cardiovascular Disease","Male","22934","2954"
"Cardiovascular Disease","Total","48266","5417"
"Cardiovascular Disease","Unknown","84","3"
"Chronic Liver Disease","Female","1305","123"
"Chronic Liver Disease","Male","1137","177"
"Chronic Liver Disease","Total","2450","301"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30313","1234"
"Chronic Lung Disease","Male","19282","1282"
"Chronic Lung Disease","Total","49725","2518"
"Chronic Lung Disease","Unknown","130","2"
"Chronic Renal Disease","Female","5237","999"
"Chronic Renal Disease","Male","5157","1251"
"Chronic Renal Disease","Total","10417","2251"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4873","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4883","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27979","1794"
"Diabetes Mellitus","Male","24184","2243"
"Diabetes Mellitus","Total","52278","4041"
"Diabetes Mellitus","Unknown","115","4"
"Hypertension/High blood pressure","Female","16004","618"
"Hypertension/High blood pressure","Male","12535","704"
"Hypertension/High blood pressure","Total","28640","1326"
"Hypertension/High blood pressure","Unknown","101","4"
"ICU","Female","4410","1789"
"ICU","Male","5654","2428"
"ICU","Total","10082","4221"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10332","557"
"Immunocompromised Condition","Male","6072","649"
"Immunocompromised Condition","Total","16437","1208"
"Immunocompromised Condition","Unknown","33","2"
"Missing/Unknown status on all conditions","Female","203630","850"
"Missing/Unknown status on all conditions","Male","186652","1034"
"Missing/Unknown status on all conditions","Total","399354","1892"
"Missing/Unknown status on all conditions","Unknown","9072","8"
"None of the above conditions","Female","253172","6644"
"None of the above conditions","Male","205129","7512"
"None of the above conditions","Total","459955","14167"
"None of the above conditions","Unknown","1654","11"
"Obesity (BMI>40)","Female","5543","132"
"Obesity (BMI>40)","Male","3004","124"
"Obesity (BMI>40)","Total","8566","257"
"Obesity (BMI>40)","Unknown","19","1"
"Other Chronic Diseases","Female","33532","2034"
"Other Chronic Diseases","Male","22108","2085"
"Other Chronic Diseases","Total","55793","4122"
"Other Chronic Diseases","Unknown","153","3"
"Smoker","Female","26188","636"
"Smoker","Male","32349","1243"
"Smoker","Total","58653","1879"
"Smoker","Unknown","116","0"
"Total with completed information","Female","263512","7343"
"Total with completed information","Male","214243","8286"
"Total with completed information","Total","479473","15642"
"Total with completed information","Unknown","1718","13"
