"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","50547","2382"
"Any Chronic Condition","Male","41383","2639"
"Any Chronic Condition","Total","92361","5024"
"Any Chronic Condition","Unknown","431","3"
"Cardiovascular Disease","Female","16030","1535"
"Cardiovascular Disease","Male","13648","1725"
"Cardiovascular Disease","Total","29777","3261"
"Cardiovascular Disease","Unknown","99","1"
"Chronic Liver Disease","Female","637","67"
"Chronic Liver Disease","Male","565","94"
"Chronic Liver Disease","Total","1207","161"
"Chronic Liver Disease","Unknown","5","0"
"Chronic Lung Disease","Female","14553","708"
"Chronic Lung Disease","Male","9158","694"
"Chronic Lung Disease","Total","23853","1403"
"Chronic Lung Disease","Unknown","142","1"
"Chronic Renal Disease","Female","2980","596"
"Chronic Renal Disease","Male","2730","705"
"Chronic Renal Disease","Total","5732","1301"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2594","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2606","5"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","14837","1000"
"Diabetes Mellitus","Male","12424","1233"
"Diabetes Mellitus","Total","27373","2235"
"Diabetes Mellitus","Unknown","112","2"
"ICU","Female","2731","1024"
"ICU","Male","3475","1397"
"ICU","Total","6225","2423"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","4835","288"
"Immunocompromised Condition","Male","3000","351"
"Immunocompromised Condition","Total","7863","639"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","78188","638"
"Missing/Unknown status on all conditions","Male","74081","730"
"Missing/Unknown status on all conditions","Total","157922","1370"
"Missing/Unknown status on all conditions","Unknown","5653","2"
"Neurologic/Neurodevelopmental","Female","3723","699"
"Neurologic/Neurodevelopmental","Male","2544","607"
"Neurologic/Neurodevelopmental","Total","6297","1307"
"Neurologic/Neurodevelopmental","Unknown","30","1"
"None of the above conditions","Female","120343","2998"
"None of the above conditions","Male","97193","3168"
"None of the above conditions","Total","218929","6168"
"None of the above conditions","Unknown","1393","2"
"Other Chronic Diseases","Female","7934","748"
"Other Chronic Diseases","Male","5067","737"
"Other Chronic Diseases","Total","13054","1485"
"Other Chronic Diseases","Unknown","53","0"
"Smoker","Female","12881","318"
"Smoker","Male","16571","631"
"Smoker","Total","29572","949"
"Smoker","Unknown","120","0"
"Total with completed information","Female","125660","3429"
"Total with completed information","Male","101914","3659"
"Total with completed information","Total","229027","7092"
"Total with completed information","Unknown","1453","4"
