"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","132748","4938"
"Any Chronic Condition","Male","105352","5654"
"Any Chronic Condition","Total","238583","10594"
"Any Chronic Condition","Unknown","483","2"
"Any Disability","Female","9788","1364"
"Any Disability","Male","7532","1221"
"Any Disability","Total","17350","2586"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","27090","2682"
"Cardiovascular Disease","Male","24703","3237"
"Cardiovascular Disease","Total","51865","5919"
"Cardiovascular Disease","Unknown","72","0"
"Chronic Liver Disease","Female","1507","135"
"Chronic Liver Disease","Male","1302","204"
"Chronic Liver Disease","Total","2815","339"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","35048","1379"
"Chronic Lung Disease","Male","22398","1436"
"Chronic Lung Disease","Total","57553","2815"
"Chronic Lung Disease","Unknown","107","0"
"Chronic Renal Disease","Female","5886","1128"
"Chronic Renal Disease","Male","5752","1409"
"Chronic Renal Disease","Total","11654","2537"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5997","7"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6002","7"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31432","2038"
"Diabetes Mellitus","Male","27046","2512"
"Diabetes Mellitus","Total","58574","4551"
"Diabetes Mellitus","Unknown","96","1"
"Hypertension/High blood pressure","Female","23234","1015"
"Hypertension/High blood pressure","Male","18294","1080"
"Hypertension/High blood pressure","Total","41632","2095"
"Hypertension/High blood pressure","Unknown","104","0"
"ICU","Female","5152","2053"
"ICU","Male","6573","2748"
"ICU","Total","11737","4802"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10059","588"
"Immunocompromised Condition","Male","5872","672"
"Immunocompromised Condition","Total","15954","1260"
"Immunocompromised Condition","Unknown","23","0"
"Missing/Unknown status on all conditions","Female","232842","881"
"Missing/Unknown status on all conditions","Male","214158","1047"
"Missing/Unknown status on all conditions","Total","454670","1932"
"Missing/Unknown status on all conditions","Unknown","7670","4"
"None of the above conditions","Female","296254","7383"
"None of the above conditions","Male","239554","8338"
"None of the above conditions","Total","537300","15723"
"None of the above conditions","Unknown","1492","2"
"Obesity (BMI>40)","Female","8138","225"
"Obesity (BMI>40)","Male","4429","196"
"Obesity (BMI>40)","Total","12587","421"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","35761","2201"
"Other Chronic Diseases","Male","23500","2249"
"Other Chronic Diseases","Total","59379","4450"
"Other Chronic Diseases","Unknown","118","0"
"Smoker","Female","30802","754"
"Smoker","Male","37549","1442"
"Smoker","Total","68454","2196"
"Smoker","Unknown","103","0"
"Total with completed information","Female","307463","8075"
"Total with completed information","Male","249129","9121"
"Total with completed information","Total","558139","17199"
"Total with completed information","Unknown","1547","3"
