"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","91701","3401"
"Any Chronic Condition","Male","72982","3922"
"Any Chronic Condition","Total","165297","7329"
"Any Chronic Condition","Unknown","614","6"
"Cardiovascular Disease","Female","22974","2034"
"Cardiovascular Disease","Male","20576","2403"
"Cardiovascular Disease","Total","43676","4439"
"Cardiovascular Disease","Unknown","126","2"
"Chronic Liver Disease","Female","1056","95"
"Chronic Liver Disease","Male","928","135"
"Chronic Liver Disease","Total","1992","230"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","25063","979"
"Chronic Lung Disease","Male","15864","991"
"Chronic Lung Disease","Total","41080","1972"
"Chronic Lung Disease","Unknown","153","2"
"Chronic Renal Disease","Female","4474","795"
"Chronic Renal Disease","Male","4341","981"
"Chronic Renal Disease","Total","8845","1777"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","4040","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4049","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","23779","1411"
"Diabetes Mellitus","Male","20366","1757"
"Diabetes Mellitus","Total","44286","3172"
"Diabetes Mellitus","Unknown","141","4"
"ICU","Female","3720","1446"
"ICU","Male","4816","1946"
"ICU","Total","8555","3394"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8572","410"
"Immunocompromised Condition","Male","5091","497"
"Immunocompromised Condition","Total","13694","907"
"Immunocompromised Condition","Unknown","31","0"
"Missing/Unknown status on all conditions","Female","189317","789"
"Missing/Unknown status on all conditions","Male","171901","963"
"Missing/Unknown status on all conditions","Total","370721","1760"
"Missing/Unknown status on all conditions","Unknown","9503","8"
"Neurologic/Neurodevelopmental","Female","6491","945"
"Neurologic/Neurodevelopmental","Male","4735","868"
"Neurologic/Neurodevelopmental","Total","11273","1814"
"Neurologic/Neurodevelopmental","Unknown","47","1"
"None of the above conditions","Female","208307","4738"
"None of the above conditions","Male","167338","5282"
"None of the above conditions","Total","377441","10039"
"None of the above conditions","Unknown","1796","19"
"Other Chronic Diseases","Female","30130","1738"
"Other Chronic Diseases","Male","20063","1781"
"Other Chronic Diseases","Total","50396","3520"
"Other Chronic Diseases","Unknown","203","1"
"Smoker","Female","21360","483"
"Smoker","Male","26494","943"
"Smoker","Total","47992","1426"
"Smoker","Unknown","138","0"
"Total with completed information","Female","218044","5352"
"Total with completed information","Male","175948","6012"
"Total with completed information","Total","395883","11386"
"Total with completed information","Unknown","1891","22"
