"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","55222","2464"
"Any Chronic Condition","Male","45165","2748"
"Any Chronic Condition","Total","100699","5213"
"Any Chronic Condition","Unknown","312","1"
"Cardiovascular Disease","Female","17302","1583"
"Cardiovascular Disease","Male","14857","1789"
"Cardiovascular Disease","Total","32225","3372"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","676","68"
"Chronic Liver Disease","Male","608","102"
"Chronic Liver Disease","Total","1286","170"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","16029","726"
"Chronic Lung Disease","Male","10069","732"
"Chronic Lung Disease","Total","26200","1458"
"Chronic Lung Disease","Unknown","102","0"
"Chronic Renal Disease","Female","3184","619"
"Chronic Renal Disease","Male","2922","723"
"Chronic Renal Disease","Total","6123","1342"
"Chronic Renal Disease","Unknown","17","0"
"Currently Pregnant","Female","2808","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2813","5"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","15964","1037"
"Diabetes Mellitus","Male","13483","1281"
"Diabetes Mellitus","Total","29526","2319"
"Diabetes Mellitus","Unknown","79","1"
"ICU","Female","2885","1069"
"ICU","Male","3669","1458"
"ICU","Total","6569","2529"
"ICU","Unknown","15","2"
"Immunocompromised Condition","Female","5345","302"
"Immunocompromised Condition","Male","3289","361"
"Immunocompromised Condition","Total","8649","663"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","88099","662"
"Missing/Unknown status on all conditions","Male","83147","754"
"Missing/Unknown status on all conditions","Total","176489","1420"
"Missing/Unknown status on all conditions","Unknown","5243","4"
"Neurologic/Neurodevelopmental","Female","4010","728"
"Neurologic/Neurodevelopmental","Male","2736","626"
"Neurologic/Neurodevelopmental","Total","6769","1354"
"Neurologic/Neurodevelopmental","Unknown","23","0"
"None of the above conditions","Female","133050","3127"
"None of the above conditions","Male","107587","3344"
"None of the above conditions","Total","241723","6472"
"None of the above conditions","Unknown","1086","1"
"Other Chronic Diseases","Female","8564","778"
"Other Chronic Diseases","Male","5455","765"
"Other Chronic Diseases","Total","14065","1543"
"Other Chronic Diseases","Unknown","46","0"
"Smoker","Female","14100","335"
"Smoker","Male","18094","669"
"Smoker","Total","32277","1004"
"Smoker","Unknown","83","0"
"Total with completed information","Female","138745","3560"
"Total with completed information","Male","112629","3848"
"Total with completed information","Total","252491","7410"
"Total with completed information","Unknown","1117","2"
