"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","186667","6667"
"Any Chronic Condition","Male","143033","7765"
"Any Chronic Condition","Total","330110","14434"
"Any Chronic Condition","Unknown","410","2"
"Any Disability","Female","13655","1705"
"Any Disability","Male","11198","1613"
"Any Disability","Total","24888","3318"
"Any Disability","Unknown","35","0"
"Cardiovascular Disease","Female","32756","3313"
"Cardiovascular Disease","Male","30013","4091"
"Cardiovascular Disease","Total","62814","7405"
"Cardiovascular Disease","Unknown","45","1"
"Chronic Liver Disease","Female","2144","193"
"Chronic Liver Disease","Male","1812","295"
"Chronic Liver Disease","Total","3959","488"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","50794","1932"
"Chronic Lung Disease","Male","32307","1958"
"Chronic Lung Disease","Total","83224","3890"
"Chronic Lung Disease","Unknown","123","0"
"Chronic Renal Disease","Female","7693","1473"
"Chronic Renal Disease","Male","7460","1872"
"Chronic Renal Disease","Total","15163","3346"
"Chronic Renal Disease","Unknown","10","1"
"Currently Pregnant","Female","12477","27"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","12485","27"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","41024","2735"
"Diabetes Mellitus","Male","34596","3364"
"Diabetes Mellitus","Total","75701","6101"
"Diabetes Mellitus","Unknown","81","2"
"Hypertension/High blood pressure","Female","40932","2017"
"Hypertension/High blood pressure","Male","31854","2255"
"Hypertension/High blood pressure","Total","72889","4272"
"Hypertension/High blood pressure","Unknown","103","0"
"ICU","Female","6999","2941"
"ICU","Male","8877","3954"
"ICU","Total","15907","6897"
"ICU","Unknown","31","2"
"Immunocompromised Condition","Female","8916","530"
"Immunocompromised Condition","Male","5173","590"
"Immunocompromised Condition","Total","14099","1120"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","556310","1359"
"Missing/Unknown status on all conditions","Male","493341","1545"
"Missing/Unknown status on all conditions","Total","1062481","2906"
"Missing/Unknown status on all conditions","Unknown","12830","2"
"None of the above conditions","Female","481653","12416"
"None of the above conditions","Male","373803","14486"
"None of the above conditions","Total","857388","26902"
"None of the above conditions","Unknown","1932","0"
"Obesity (BMI>40)","Female","14973","495"
"Obesity (BMI>40)","Male","7961","464"
"Obesity (BMI>40)","Total","22962","959"
"Obesity (BMI>40)","Unknown","28","0"
"Other Chronic Diseases","Female","41143","2661"
"Other Chronic Diseases","Male","26689","2761"
"Other Chronic Diseases","Total","67895","5422"
"Other Chronic Diseases","Unknown","63","0"
"Smoker","Female","44163","1077"
"Smoker","Male","50972","2019"
"Smoker","Total","95219","3096"
"Smoker","Unknown","84","0"
"Total with completed information","Female","499692","13250"
"Total with completed information","Male","386060","15389"
"Total with completed information","Total","887725","28641"
"Total with completed information","Unknown","1973","2"
