"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","119344","4531"
"Any Chronic Condition","Male","94947","5231"
"Any Chronic Condition","Total","214789","9763"
"Any Chronic Condition","Unknown","498","1"
"Any Disability","Female","8664","1255"
"Any Disability","Male","6606","1139"
"Any Disability","Total","15301","2394"
"Any Disability","Unknown","31","0"
"Cardiovascular Disease","Female","25651","2526"
"Cardiovascular Disease","Male","23348","3024"
"Cardiovascular Disease","Total","49071","5550"
"Cardiovascular Disease","Unknown","72","0"
"Chronic Liver Disease","Female","1341","127"
"Chronic Liver Disease","Male","1170","181"
"Chronic Liver Disease","Total","2517","308"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31362","1279"
"Chronic Lung Disease","Male","19931","1320"
"Chronic Lung Disease","Total","51410","2599"
"Chronic Lung Disease","Unknown","117","0"
"Chronic Renal Disease","Female","5384","1030"
"Chronic Renal Disease","Male","5297","1293"
"Chronic Renal Disease","Total","10698","2323"
"Chronic Renal Disease","Unknown","17","0"
"Currently Pregnant","Female","5098","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5106","6"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","28732","1846"
"Diabetes Mellitus","Male","24883","2331"
"Diabetes Mellitus","Total","53714","4178"
"Diabetes Mellitus","Unknown","99","1"
"Hypertension/High blood pressure","Female","17668","711"
"Hypertension/High blood pressure","Male","13866","798"
"Hypertension/High blood pressure","Total","31624","1509"
"Hypertension/High blood pressure","Unknown","90","0"
"ICU","Female","4579","1857"
"ICU","Male","5840","2502"
"ICU","Total","10433","4360"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10696","583"
"Immunocompromised Condition","Male","6266","675"
"Immunocompromised Condition","Total","16992","1258"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","202688","844"
"Missing/Unknown status on all conditions","Male","186333","1029"
"Missing/Unknown status on all conditions","Total","397407","1875"
"Missing/Unknown status on all conditions","Unknown","8386","2"
"None of the above conditions","Female","262495","6848"
"None of the above conditions","Male","212817","7741"
"None of the above conditions","Total","476846","14589"
"None of the above conditions","Unknown","1534","0"
"Obesity (BMI>40)","Female","6159","153"
"Obesity (BMI>40)","Male","3363","146"
"Obesity (BMI>40)","Total","9537","299"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34157","2082"
"Other Chronic Diseases","Male","22531","2128"
"Other Chronic Diseases","Total","56821","4210"
"Other Chronic Diseases","Unknown","133","0"
"Smoker","Female","27173","665"
"Smoker","Male","33538","1292"
"Smoker","Total","60824","1957"
"Smoker","Unknown","113","0"
"Total with completed information","Female","272771","7536"
"Total with completed information","Male","221861","8518"
"Total with completed information","Total","496217","16055"
"Total with completed information","Unknown","1585","1"
