"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","175915","6331"
"Any Chronic Condition","Male","135299","7320"
"Any Chronic Condition","Total","311584","13654"
"Any Chronic Condition","Unknown","370","3"
"Any Disability","Female","12757","1640"
"Any Disability","Male","10365","1524"
"Any Disability","Total","23151","3165"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","31637","3191"
"Cardiovascular Disease","Male","28894","3894"
"Cardiovascular Disease","Total","60580","7087"
"Cardiovascular Disease","Unknown","49","2"
"Chronic Liver Disease","Female","2003","174"
"Chronic Liver Disease","Male","1707","268"
"Chronic Liver Disease","Total","3712","442"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","47667","1827"
"Chronic Lung Disease","Male","30452","1844"
"Chronic Lung Disease","Total","78220","3671"
"Chronic Lung Disease","Unknown","101","0"
"Chronic Renal Disease","Female","7310","1400"
"Chronic Renal Disease","Male","7100","1759"
"Chronic Renal Disease","Total","14421","3160"
"Chronic Renal Disease","Unknown","11","1"
"Currently Pregnant","Female","11141","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11148","26"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","39090","2624"
"Diabetes Mellitus","Male","32971","3192"
"Diabetes Mellitus","Total","72136","5818"
"Diabetes Mellitus","Unknown","75","2"
"Hypertension/High blood pressure","Female","36880","1820"
"Hypertension/High blood pressure","Male","28673","2006"
"Hypertension/High blood pressure","Total","65642","3827"
"Hypertension/High blood pressure","Unknown","89","1"
"ICU","Female","6692","2806"
"ICU","Male","8443","3717"
"ICU","Total","15165","6525"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9375","548"
"Immunocompromised Condition","Male","5387","609"
"Immunocompromised Condition","Total","14774","1157"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","557244","1292"
"Missing/Unknown status on all conditions","Male","491340","1472"
"Missing/Unknown status on all conditions","Total","1062051","2766"
"Missing/Unknown status on all conditions","Unknown","13467","2"
"None of the above conditions","Female","451137","11219"
"None of the above conditions","Male","350038","12981"
"None of the above conditions","Total","802857","24202"
"None of the above conditions","Unknown","1682","2"
"Obesity (BMI>40)","Female","13535","450"
"Obesity (BMI>40)","Male","7225","425"
"Obesity (BMI>40)","Total","20782","875"
"Obesity (BMI>40)","Unknown","22","0"
"Other Chronic Diseases","Female","40109","2576"
"Other Chronic Diseases","Male","26002","2626"
"Other Chronic Diseases","Total","66171","5203"
"Other Chronic Diseases","Unknown","60","1"
"Smoker","Female","41760","1014"
"Smoker","Male","48400","1905"
"Smoker","Total","90241","2919"
"Smoker","Unknown","81","0"
"Total with completed information","Female","468612","12037"
"Total with completed information","Male","362261","13877"
"Total with completed information","Total","832602","25918"
"Total with completed information","Unknown","1729","4"
