"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","122538","4722"
"Any Chronic Condition","Male","97502","5432"
"Any Chronic Condition","Total","220506","10156"
"Any Chronic Condition","Unknown","466","2"
"Any Disability","Female","9006","1308"
"Any Disability","Male","6886","1173"
"Any Disability","Total","15921","2482"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","25948","2603"
"Cardiovascular Disease","Male","23647","3116"
"Cardiovascular Disease","Total","49668","5720"
"Cardiovascular Disease","Unknown","73","1"
"Chronic Liver Disease","Female","1391","132"
"Chronic Liver Disease","Male","1201","191"
"Chronic Liver Disease","Total","2598","323"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32156","1326"
"Chronic Lung Disease","Male","20446","1371"
"Chronic Lung Disease","Total","52702","2697"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5507","1089"
"Chronic Renal Disease","Male","5418","1349"
"Chronic Renal Disease","Total","10944","2438"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5264","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5270","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29439","1943"
"Diabetes Mellitus","Male","25432","2423"
"Diabetes Mellitus","Total","54964","4367"
"Diabetes Mellitus","Unknown","93","1"
"Hypertension/High blood pressure","Female","19231","872"
"Hypertension/High blood pressure","Male","15170","944"
"Hypertension/High blood pressure","Total","34496","1816"
"Hypertension/High blood pressure","Unknown","95","0"
"ICU","Female","4766","1953"
"ICU","Male","6090","2621"
"ICU","Total","10869","4575"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10980","616"
"Immunocompromised Condition","Male","6402","708"
"Immunocompromised Condition","Total","17412","1324"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","199622","841"
"Missing/Unknown status on all conditions","Male","183964","1007"
"Missing/Unknown status on all conditions","Total","390858","1850"
"Missing/Unknown status on all conditions","Unknown","7272","2"
"None of the above conditions","Female","269821","7078"
"None of the above conditions","Male","219328","7979"
"None of the above conditions","Total","490579","15059"
"None of the above conditions","Unknown","1430","2"
"Obesity (BMI>40)","Female","6726","189"
"Obesity (BMI>40)","Male","3645","170"
"Obesity (BMI>40)","Total","10386","359"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34676","2129"
"Other Chronic Diseases","Male","22854","2176"
"Other Chronic Diseases","Total","57650","4305"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","27976","719"
"Smoker","Male","34498","1370"
"Smoker","Total","62578","2089"
"Smoker","Unknown","104","0"
"Total with completed information","Female","279881","7766"
"Total with completed information","Male","228154","8749"
"Total with completed information","Total","509510","16518"
"Total with completed information","Unknown","1475","3"
