"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","121591","4669"
"Any Chronic Condition","Male","96737","5364"
"Any Chronic Condition","Total","218793","10035"
"Any Chronic Condition","Unknown","465","2"
"Any Disability","Female","8882","1290"
"Any Disability","Male","6798","1157"
"Any Disability","Total","15710","2448"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25845","2575"
"Cardiovascular Disease","Male","23547","3082"
"Cardiovascular Disease","Total","49461","5658"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1376","131"
"Chronic Liver Disease","Male","1192","186"
"Chronic Liver Disease","Total","2574","317"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31926","1308"
"Chronic Lung Disease","Male","20296","1353"
"Chronic Lung Disease","Total","52327","2661"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","5469","1070"
"Chronic Renal Disease","Male","5376","1323"
"Chronic Renal Disease","Total","10864","2393"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5217","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5223","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29219","1911"
"Diabetes Mellitus","Male","25264","2390"
"Diabetes Mellitus","Total","54575","4302"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","18742","813"
"Hypertension/High blood pressure","Male","14792","888"
"Hypertension/High blood pressure","Total","33626","1701"
"Hypertension/High blood pressure","Unknown","92","0"
"ICU","Female","4706","1918"
"ICU","Male","6012","2579"
"ICU","Total","10732","4498"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10881","607"
"Immunocompromised Condition","Male","6361","697"
"Immunocompromised Condition","Total","17272","1304"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","200487","843"
"Missing/Unknown status on all conditions","Male","184604","1015"
"Missing/Unknown status on all conditions","Total","392866","1860"
"Missing/Unknown status on all conditions","Unknown","7775","2"
"None of the above conditions","Female","267691","7002"
"None of the above conditions","Male","217378","7896"
"None of the above conditions","Total","486498","14900"
"None of the above conditions","Unknown","1429","2"
"Obesity (BMI>40)","Female","6560","180"
"Obesity (BMI>40)","Male","3570","165"
"Obesity (BMI>40)","Total","10145","345"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34487","2106"
"Other Chronic Diseases","Male","22731","2156"
"Other Chronic Diseases","Total","57337","4262"
"Other Chronic Diseases","Unknown","119","0"
"Smoker","Female","27739","699"
"Smoker","Male","34227","1339"
"Smoker","Total","62071","2038"
"Smoker","Unknown","105","0"
"Total with completed information","Female","277788","7691"
"Total with completed information","Male","226253","8672"
"Total with completed information","Total","505515","16366"
"Total with completed information","Unknown","1474","3"
