"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","107251","4015"
"Any Chronic Condition","Male","85340","4699"
"Any Chronic Condition","Total","193293","8717"
"Any Chronic Condition","Unknown","702","3"
"Any Disability","Female","7600","1101"
"Any Disability","Male","5690","1020"
"Any Disability","Total","13342","2123"
"Any Disability","Unknown","52","2"
"Cardiovascular Disease","Female","24398","2285"
"Cardiovascular Disease","Male","22094","2774"
"Cardiovascular Disease","Total","46617","5060"
"Cardiovascular Disease","Unknown","125","1"
"Chronic Liver Disease","Female","1210","112"
"Chronic Liver Disease","Male","1064","161"
"Chronic Liver Disease","Total","2282","273"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","28206","1125"
"Chronic Lung Disease","Male","17971","1179"
"Chronic Lung Disease","Total","46339","2304"
"Chronic Lung Disease","Unknown","162","0"
"Chronic Renal Disease","Female","4970","922"
"Chronic Renal Disease","Male","4880","1153"
"Chronic Renal Disease","Total","9879","2076"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4522","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4534","6"
"Currently Pregnant","Unknown","12","0"
"Diabetes Mellitus","Female","26371","1653"
"Diabetes Mellitus","Male","22862","2083"
"Diabetes Mellitus","Total","49378","3737"
"Diabetes Mellitus","Unknown","145","1"
"Hypertension/High blood pressure","Female","12742","443"
"Hypertension/High blood pressure","Male","10055","545"
"Hypertension/High blood pressure","Total","22890","989"
"Hypertension/High blood pressure","Unknown","93","1"
"ICU","Female","4111","1666"
"ICU","Male","5330","2286"
"ICU","Total","9460","3955"
"ICU","Unknown","19","3"
"Immunocompromised Condition","Female","9611","508"
"Immunocompromised Condition","Male","5694","604"
"Immunocompromised Condition","Total","15339","1112"
"Immunocompromised Condition","Unknown","34","0"
"Missing/Unknown status on all conditions","Female","201069","834"
"Missing/Unknown status on all conditions","Male","183711","1025"
"Missing/Unknown status on all conditions","Total","394735","1866"
"Missing/Unknown status on all conditions","Unknown","9955","7"
"None of the above conditions","Female","234968","5962"
"None of the above conditions","Male","189909","6810"
"None of the above conditions","Total","426860","12775"
"None of the above conditions","Unknown","1983","3"
"Obesity (BMI>40)","Female","4233","92"
"Obesity (BMI>40)","Male","2341","96"
"Obesity (BMI>40)","Total","6594","188"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","32387","1926"
"Other Chronic Diseases","Male","21472","2002"
"Other Chronic Diseases","Total","54072","3929"
"Other Chronic Diseases","Unknown","213","1"
"Smoker","Female","24234","572"
"Smoker","Male","30019","1136"
"Smoker","Total","54417","1708"
"Smoker","Unknown","164","0"
"Total with completed information","Female","245263","6644"
"Total with completed information","Male","199004","7580"
"Total with completed information","Total","446349","14229"
"Total with completed information","Unknown","2082","5"
