"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","105230","3924"
"Any Chronic Condition","Male","83693","4597"
"Any Chronic Condition","Total","189624","8528"
"Any Chronic Condition","Unknown","701","7"
"Any Disability","Female","7424","1081"
"Any Disability","Male","5537","999"
"Any Disability","Total","13011","2081"
"Any Disability","Unknown","50","1"
"Cardiovascular Disease","Female","24187","2239"
"Cardiovascular Disease","Male","21877","2729"
"Cardiovascular Disease","Total","46193","4970"
"Cardiovascular Disease","Unknown","129","2"
"Chronic Liver Disease","Female","1189","111"
"Chronic Liver Disease","Male","1043","156"
"Chronic Liver Disease","Total","2241","267"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","27674","1104"
"Chronic Lung Disease","Male","17643","1156"
"Chronic Lung Disease","Total","45481","2263"
"Chronic Lung Disease","Unknown","164","3"
"Chronic Renal Disease","Female","4891","893"
"Chronic Renal Disease","Male","4790","1127"
"Chronic Renal Disease","Total","9712","2023"
"Chronic Renal Disease","Unknown","31","3"
"Currently Pregnant","Female","4436","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4447","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","25960","1617"
"Diabetes Mellitus","Male","22464","2043"
"Diabetes Mellitus","Total","48569","3663"
"Diabetes Mellitus","Unknown","145","3"
"Hypertension/High blood pressure","Female","11917","390"
"Hypertension/High blood pressure","Male","9380","508"
"Hypertension/High blood pressure","Total","21384","900"
"Hypertension/High blood pressure","Unknown","87","2"
"ICU","Female","4045","1641"
"ICU","Male","5234","2248"
"ICU","Total","9300","3894"
"ICU","Unknown","21","5"
"Immunocompromised Condition","Female","9416","489"
"Immunocompromised Condition","Male","5573","583"
"Immunocompromised Condition","Total","15025","1072"
"Immunocompromised Condition","Unknown","36","0"
"Missing/Unknown status on all conditions","Female","200644","842"
"Missing/Unknown status on all conditions","Male","182833","1015"
"Missing/Unknown status on all conditions","Total","393398","1867"
"Missing/Unknown status on all conditions","Unknown","9921","10"
"None of the above conditions","Female","230455","5790"
"None of the above conditions","Male","186012","6590"
"None of the above conditions","Total","418441","12400"
"None of the above conditions","Unknown","1974","20"
"Obesity (BMI>40)","Female","3922","85"
"Obesity (BMI>40)","Male","2178","95"
"Obesity (BMI>40)","Total","6116","180"
"Obesity (BMI>40)","Unknown","16","0"
"Other Chronic Diseases","Female","32044","1896"
"Other Chronic Diseases","Male","21271","1977"
"Other Chronic Diseases","Total","53533","3873"
"Other Chronic Diseases","Unknown","218","0"
"Smoker","Female","23739","555"
"Smoker","Male","29447","1110"
"Smoker","Total","53347","1665"
"Smoker","Unknown","161","0"
"Total with completed information","Female","240725","6459"
"Total with completed information","Male","195070","7357"
"Total with completed information","Total","437873","13839"
"Total with completed information","Unknown","2078","23"
