"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","87254","3209"
"Any Chronic Condition","Male","69373","3677"
"Any Chronic Condition","Total","157210","6890"
"Any Chronic Condition","Unknown","583","4"
"Cardiovascular Disease","Female","22352","1951"
"Cardiovascular Disease","Male","19921","2262"
"Cardiovascular Disease","Total","42390","4213"
"Cardiovascular Disease","Unknown","117","0"
"Chronic Liver Disease","Female","992","89"
"Chronic Liver Disease","Male","880","132"
"Chronic Liver Disease","Total","1878","221"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","23694","924"
"Chronic Lung Disease","Male","14939","928"
"Chronic Lung Disease","Total","38770","1853"
"Chronic Lung Disease","Unknown","137","1"
"Chronic Renal Disease","Female","4282","760"
"Chronic Renal Disease","Male","4115","913"
"Chronic Renal Disease","Total","8423","1673"
"Chronic Renal Disease","Unknown","26","0"
"Currently Pregnant","Female","3844","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3854","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","22618","1335"
"Diabetes Mellitus","Male","19351","1643"
"Diabetes Mellitus","Total","42104","2980"
"Diabetes Mellitus","Unknown","135","2"
"ICU","Female","3586","1372"
"ICU","Male","4644","1846"
"ICU","Total","8248","3220"
"ICU","Unknown","18","2"
"Immunocompromised Condition","Female","8106","390"
"Immunocompromised Condition","Male","4825","466"
"Immunocompromised Condition","Total","12961","856"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","180456","749"
"Missing/Unknown status on all conditions","Male","163439","916"
"Missing/Unknown status on all conditions","Total","353340","1672"
"Missing/Unknown status on all conditions","Unknown","9445","7"
"Neurologic/Neurodevelopmental","Female","6048","896"
"Neurologic/Neurodevelopmental","Male","4347","804"
"Neurologic/Neurodevelopmental","Total","10438","1701"
"Neurologic/Neurodevelopmental","Unknown","43","1"
"None of the above conditions","Female","196992","4291"
"None of the above conditions","Male","157933","4730"
"None of the above conditions","Total","356640","9032"
"None of the above conditions","Unknown","1715","11"
"Other Chronic Diseases","Female","29117","1685"
"Other Chronic Diseases","Male","19467","1718"
"Other Chronic Diseases","Total","48783","3404"
"Other Chronic Diseases","Unknown","199","1"
"Smoker","Female","20208","450"
"Smoker","Male","25065","876"
"Smoker","Total","45402","1326"
"Smoker","Unknown","129","0"
"Total with completed information","Female","206378","4879"
"Total with completed information","Male","166230","5432"
"Total with completed information","Total","374412","10324"
"Total with completed information","Unknown","1804","13"
