"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","106131","3968"
"Any Chronic Condition","Male","84413","4655"
"Any Chronic Condition","Total","191240","8626"
"Any Chronic Condition","Unknown","696","3"
"Any Disability","Female","7503","1092"
"Any Disability","Male","5604","1011"
"Any Disability","Total","13158","2105"
"Any Disability","Unknown","51","2"
"Cardiovascular Disease","Female","24270","2256"
"Cardiovascular Disease","Male","21968","2755"
"Cardiovascular Disease","Total","46364","5012"
"Cardiovascular Disease","Unknown","126","1"
"Chronic Liver Disease","Female","1201","112"
"Chronic Liver Disease","Male","1054","159"
"Chronic Liver Disease","Total","2263","271"
"Chronic Liver Disease","Unknown","8","0"
"Chronic Lung Disease","Female","27892","1109"
"Chronic Lung Disease","Male","17786","1169"
"Chronic Lung Disease","Total","45838","2278"
"Chronic Lung Disease","Unknown","160","0"
"Chronic Renal Disease","Female","4924","907"
"Chronic Renal Disease","Male","4828","1140"
"Chronic Renal Disease","Total","9781","2048"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","4485","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4496","6"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","26147","1632"
"Diabetes Mellitus","Male","22638","2062"
"Diabetes Mellitus","Total","48930","3695"
"Diabetes Mellitus","Unknown","145","1"
"Hypertension/High blood pressure","Female","12283","422"
"Hypertension/High blood pressure","Male","9684","527"
"Hypertension/High blood pressure","Total","22057","950"
"Hypertension/High blood pressure","Unknown","90","1"
"ICU","Female","4073","1651"
"ICU","Male","5268","2264"
"ICU","Total","9360","3918"
"ICU","Unknown","19","3"
"Immunocompromised Condition","Female","9502","497"
"Immunocompromised Condition","Male","5625","595"
"Immunocompromised Condition","Total","15162","1092"
"Immunocompromised Condition","Unknown","35","0"
"Missing/Unknown status on all conditions","Female","201112","834"
"Missing/Unknown status on all conditions","Male","183523","1020"
"Missing/Unknown status on all conditions","Total","394580","1861"
"Missing/Unknown status on all conditions","Unknown","9945","7"
"None of the above conditions","Female","232547","5894"
"None of the above conditions","Male","187827","6719"
"None of the above conditions","Total","422336","12616"
"None of the above conditions","Unknown","1962","3"
"Obesity (BMI>40)","Female","4050","89"
"Obesity (BMI>40)","Male","2246","95"
"Obesity (BMI>40)","Total","6313","184"
"Obesity (BMI>40)","Unknown","17","0"
"Other Chronic Diseases","Female","32187","1913"
"Other Chronic Diseases","Male","21338","1989"
"Other Chronic Diseases","Total","53742","3903"
"Other Chronic Diseases","Unknown","217","1"
"Smoker","Female","23968","564"
"Smoker","Male","29673","1118"
"Smoker","Total","53803","1682"
"Smoker","Unknown","162","0"
"Total with completed information","Female","242816","6567"
"Total with completed information","Male","196885","7485"
"Total with completed information","Total","441764","14057"
"Total with completed information","Unknown","2063","5"
